step,virtual_time,channel,n_no_signal,n_certified_cells,n_certified_cells_raw
17,2684.2359209508963,20,6,0,0
18,2690.2359209508963,2,3,0,0
18,2690.2359209508963,3,4,0,0
18,2690.2359209508963,4,3,0,0
18,2690.2359209508963,5,3,0,0
18,2690.2359209508963,6,6,0,0
18,2690.2359209508963,7,6,0,0
18,2690.2359209508963,8,1,0,0
18,2690.2359209508963,9,1,0,0
18,2690.2359209508963,11,7,0,0
18,2690.2359209508963,12,5,0,0
18,2690.2359209508963,13,6,0,0
18,2690.2359209508963,14,6,0,0
18,2690.2359209508963,15,5,0,0
18,2690.2359209508963,16,6,0,0
18,2690.2359209508963,18,5,0,0
18,2690.2359209508963,19,3,0,0
18,2690.2359209508963,20,6,0,0
19,2696.2359209508963,2,3,0,0
19,2696.2359209508963,3,4,0,0
19,2696.2359209508963,4,3,0,0
19,2696.2359209508963,5,3,0,0
19,2696.2359209508963,6,6,0,0
19,2696.2359209508963,7,6,0,0
19,2696.2359209508963,8,1,0,0
19,2696.2359209508963,9,1,0,0
19,2696.2359209508963,11,7,0,0
19,2696.2359209508963,12,5,0,0
19,2696.2359209508963,13,6,0,0
19,2696.2359209508963,14,6,0,0
19,2696.2359209508963,15,5,0,0
19,2696.2359209508963,16,6,0,0
19,2696.2359209508963,18,5,0,0
19,2696.2359209508963,19,4,0,0
19,2696.2359209508963,20,6,0,0
20,2702.2359209508963,2,3,0,0
20,2702.2359209508963,3,4,0,0
20,2702.2359209508963,4,3,0,0
20,2702.2359209508963,5,3,0,0
20,2702.2359209508963,6,6,0,0
20,2702.2359209508963,7,6,0,0
20,2702.2359209508963,8,1,0,0
20,2702.2359209508963,9,1,0,0
20,2702.2359209508963,11,8,0,0
20,2702.2359209508963,12,5,0,0
20,2702.2359209508963,13,6,0,0
20,2702.2359209508963,14,6,0,0
20,2702.2359209508963,15,5,0,0
20,2702.2359209508963,16,6,0,0
20,2702.2359209508963,18,5,0,0
20,2702.2359209508963,19,4,0,0
20,2702.2359209508963,20,6,0,0
21,2708.2359209508963,2,4,0,0
21,2708.2359209508963,3,4,0,0
21,2708.2359209508963,4,3,0,0
21,2708.2359209508963,5,3,0,0
21,2708.2359209508963,6,6,0,0
21,2708.2359209508963,7,6,0,0
21,2708.2359209508963,8,1,0,0
21,2708.2359209508963,9,1,0,0
21,2708.2359209508963,11,8,0,0
21,2708.2359209508963,12,5,0,0
21,2708.2359209508963,13,6,0,0
21,2708.2359209508963,14,6,0,0
21,2708.2359209508963,15,5,0,0
21,2708.2359209508963,16,6,0,0
21,2708.2359209508963,18,5,0,0
21,2708.2359209508963,19,4,0,0
21,2708.2359209508963,20,6,0,0
22,2714.2359209508963,2,4,0,0
22,2714.2359209508963,3,4,0,0
22,2714.2359209508963,4,3,0,0
22,2714.2359209508963,5,4,0,0
22,2714.2359209508963,6,6,0,0
22,2714.2359209508963,7,6,0,0
22,2714.2359209508963,8,1,0,0
22,2714.2359209508963,9,1,0,0
22,2714.2359209508963,11,8,0,0
22,2714.2359209508963,12,5,0,0
22,2714.2359209508963,13,6,0,0
22,2714.2359209508963,14,6,0,0
22,2714.2359209508963,15,5,0,0
22,2714.2359209508963,16,6,0,0
22,2714.2359209508963,18,5,0,0
22,2714.2359209508963,19,4,0,0
22,2714.2359209508963,20,6,0,0
23,2720.2359209508963,2,4,0,0
23,2720.2359209508963,3,5,0,0
23,2720.2359209508963,4,3,0,0
23,2720.2359209508963,5,4,0,0
23,2720.2359209508963,6,6,0,0
23,2720.2359209508963,7,6,0,0
23,2720.2359209508963,8,1,0,0
23,2720.2359209508963,9,1,0,0
23,2720.2359209508963,11,8,0,0
23,2720.2359209508963,12,5,0,0
23,2720.2359209508963,13,6,0,0
23,2720.2359209508963,14,6,0,0
23,2720.2359209508963,15,5,0,0
23,2720.2359209508963,16,6,0,0
23,2720.2359209508963,18,5,0,0
23,2720.2359209508963,19,4,0,0
23,2720.2359209508963,20,6,0,0
24,2726.2359209508963,2,4,0,0
24,2726.2359209508963,3,5,0,0
24,2726.2359209508963,4,3,0,0
24,2726.2359209508963,5,4,0,0
24,2726.2359209508963,6,6,0,0
24,2726.2359209508963,7,6,0,0
24,2726.2359209508963,8,1,0,0
24,2726.2359209508963,9,1,0,0
24,2726.2359209508963,11,8,0,0
24,2726.2359209508963,12,5,0,0
24,2726.2359209508963,13,6,0,0
24,2726.2359209508963,14,6,0,0
24,2726.2359209508963,15,5,0,0
24,2726.2359209508963,16,6,0,0
24,2726.2359209508963,18,5,0,0
24,2726.2359209508963,19,4,0,0
24,2726.2359209508963,20,6,0,0
25,2993.7201290622183,2,4,0,0
25,2993.7201290622183,3,5,0,0
25,2993.7201290622183,4,3,0,0
25,2993.7201290622183,5,4,0,0
25,2993.7201290622183,6,6,0,0
25,2993.7201290622183,7,6,0,0
25,2993.7201290622183,8,1,0,0
25,2993.7201290622183,9,1,0,0
25,2993.7201290622183,11,8,0,0
25,2993.7201290622183,12,5,0,0
25,2993.7201290622183,13,6,0,0
25,2993.7201290622183,14,6,0,0
25,2993.7201290622183,15,5,0,0
25,2993.7201290622183,16,6,0,0
25,2993.7201290622183,18,5,0,0
25,2993.7201290622183,19,4,0,0
25,2993.7201290622183,20,6,0,0
26,2999.7201290622183,2,4,0,0
26,2999.7201290622183,3,5,0,0
26,2999.7201290622183,4,4,0,0
26,2999.7201290622183,5,4,0,0
26,2999.7201290622183,6,6,0,0
26,2999.7201290622183,7,6,0,0
26,2999.7201290622183,8,1,0,0
26,2999.7201290622183,9,1,0,0
26,2999.7201290622183,11,8,0,0
26,2999.7201290622183,12,5,0,0
26,2999.7201290622183,13,6,0,0
26,2999.7201290622183,14,6,0,0
26,2999.7201290622183,15,5,0,0
26,2999.7201290622183,16,6,0,0
26,2999.7201290622183,18,5,0,0
26,2999.7201290622183,19,4,0,0
26,2999.7201290622183,20,6,0,0
27,3005.7201290622183,2,4,0,0
27,3005.7201290622183,3,5,0,0
27,3005.7201290622183,4,4,0,0
27,3005.7201290622183,5,4,0,0
27,3005.7201290622183,6,6,0,0
27,3005.7201290622183,7,7,0,0
27,3005.7201290622183,8,1,0,0
27,3005.7201290622183,9,1,0,0
27,3005.7201290622183,11,8,0,0
27,3005.7201290622183,12,5,0,0
27,3005.7201290622183,13,6,0,0
27,3005.7201290622183,14,6,0,0
27,3005.7201290622183,15,5,0,0
27,3005.7201290622183,16,6,0,0
27,3005.7201290622183,18,5,0,0
27,3005.7201290622183,19,4,0,0
27,3005.7201290622183,20,6,0,0
28,3011.7201290622183,2,4,0,0
28,3011.7201290622183,3,5,0,0
28,3011.7201290622183,4,4,0,0
28,3011.7201290622183,5,4,0,0
28,3011.7201290622183,6,7,0,0
28,3011.7201290622183,7,7,0,0
28,3011.7201290622183,8,1,0,0
28,3011.7201290622183,9,1,0,0
28,3011.7201290622183,11,8,0,0
28,3011.7201290622183,12,5,0,0
28,3011.7201290622183,13,6,0,0
28,3011.7201290622183,14,6,0,0
28,3011.7201290622183,15,5,0,0
28,3011.7201290622183,16,6,0,0
28,3011.7201290622183,18,5,0,0
28,3011.7201290622183,19,4,0,0
28,3011.7201290622183,20,6,0,0
29,3017.7201290622183,2,4,0,0
29,3017.7201290622183,3,5,0,0
29,3017.7201290622183,4,4,0,0
29,3017.7201290622183,5,4,0,0
29,3017.7201290622183,6,7,0,0
29,3017.7201290622183,7,7,0,0
29,3017.7201290622183,8,1,0,0
29,3017.7201290622183,9,1,0,0
29,3017.7201290622183,11,8,0,0
29,3017.7201290622183,12,5,0,0
29,3017.7201290622183,13,6,0,0
29,3017.7201290622183,14,6,0,0
29,3017.7201290622183,15,5,0,0
29,3017.7201290622183,16,6,0,0
29,3017.7201290622183,18,5,0,0
29,3017.7201290622183,19,5,0,0
29,3017.7201290622183,20,6,0,0
30,3023.7201290622183,2,4,0,0
30,3023.7201290622183,3,5,0,0
30,3023.7201290622183,4,4,0,0
30,3023.7201290622183,5,4,0,0
30,3023.7201290622183,6,7,0,0
30,3023.7201290622183,7,7,0,0
30,3023.7201290622183,8,1,0,0
30,3023.7201290622183,9,1,0,0
30,3023.7201290622183,11,9,0,0
30,3023.7201290622183,12,5,0,0
30,3023.7201290622183,13,6,0,0
30,3023.7201290622183,14,6,0,0
30,3023.7201290622183,15,5,0,0
30,3023.7201290622183,16,6,0,0
30,3023.7201290622183,18,5,0,0
30,3023.7201290622183,19,5,0,0
30,3023.7201290622183,20,6,0,0
31,3029.7201290622183,2,5,0,0
31,3029.7201290622183,3,5,0,0
31,3029.7201290622183,4,4,0,0
31,3029.7201290622183,5,4,0,0
31,3029.7201290622183,6,7,0,0
31,3029.7201290622183,7,7,0,0
31,3029.7201290622183,8,1,0,0
31,3029.7201290622183,9,1,0,0
31,3029.7201290622183,11,9,0,0
31,3029.7201290622183,12,5,0,0
31,3029.7201290622183,13,6,0,0
31,3029.7201290622183,14,6,0,0
31,3029.7201290622183,15,5,0,0
31,3029.7201290622183,16,6,0,0
31,3029.7201290622183,18,5,0,0
31,3029.7201290622183,19,5,0,0
31,3029.7201290622183,20,6,0,0
32,3035.7201290622183,2,5,0,0
32,3035.7201290622183,3,5,0,0
32,3035.7201290622183,4,4,0,0
32,3035.7201290622183,5,5,0,0
32,3035.7201290622183,6,7,0,0
32,3035.7201290622183,7,7,0,0
32,3035.7201290622183,8,1,0,0
32,3035.7201290622183,9,1,0,0
32,3035.7201290622183,11,9,0,0
32,3035.7201290622183,12,5,0,0
32,3035.7201290622183,13,6,0,0
32,3035.7201290622183,14,6,0,0
32,3035.7201290622183,15,5,0,0
32,3035.7201290622183,16,6,0,0
32,3035.7201290622183,18,5,0,0
32,3035.7201290622183,19,5,0,0
32,3035.7201290622183,20,6,0,0
33,3041.7201290622183,2,5,0,0
33,3041.7201290622183,3,6,0,0
33,3041.7201290622183,4,4,0,0
33,3041.7201290622183,5,5,0,0
33,3041.7201290622183,6,7,0,0
33,3041.7201290622183,7,7,0,0
33,3041.7201290622183,8,1,0,0
33,3041.7201290622183,9,1,0,0
33,3041.7201290622183,11,9,0,0
33,3041.7201290622183,12,5,0,0
33,3041.7201290622183,13,6,0,0
33,3041.7201290622183,14,6,0,0
33,3041.7201290622183,15,5,0,0
33,3041.7201290622183,16,6,0,0
33,3041.7201290622183,18,5,0,0
33,3041.7201290622183,19,5,0,0
33,3041.7201290622183,20,6,0,0
34,3250.129601339109,2,5,0,0
34,3250.129601339109,3,6,0,0
34,3250.129601339109,4,4,0,0
34,3250.129601339109,5,5,0,0
34,3250.129601339109,6,8,0,0
34,3250.129601339109,7,8,0,0
34,3250.129601339109,8,1,0,0
34,3250.129601339109,9,1,0,0
34,3250.129601339109,11,10,0,0
34,3250.129601339109,12,5,0,0
34,3250.129601339109,13,6,0,0
34,3250.129601339109,14,6,0,0
34,3250.129601339109,15,5,0,0
34,3250.129601339109,16,6,0,0
34,3250.129601339109,18,5,0,0
34,3250.129601339109,19,5,0,0
34,3250.129601339109,20,6,0,0
35,3256.129601339109,2,5,0,0
35,3256.129601339109,3,6,0,0
35,3256.129601339109,4,4,0,0
35,3256.129601339109,5,5,0,0
35,3256.129601339109,6,8,0,0
35,3256.129601339109,7,8,0,0
35,3256.129601339109,8,1,0,0
35,3256.129601339109,9,1,0,0
35,3256.129601339109,11,10,0,0
35,3256.129601339109,12,5,0,0
35,3256.129601339109,13,6,0,0
35,3256.129601339109,14,6,0,0
35,3256.129601339109,15,5,0,0
35,3256.129601339109,16,6,0,0
35,3256.129601339109,18,5,0,0
35,3256.129601339109,19,6,0,0
35,3256.129601339109,20,6,0,0
36,3262.129601339109,2,6,0,0
36,3262.129601339109,3,6,0,0
36,3262.129601339109,4,4,0,0
36,3262.129601339109,5,5,0,0
36,3262.129601339109,6,8,0,0
36,3262.129601339109,7,8,0,0
36,3262.129601339109,8,1,0,0
36,3262.129601339109,9,1,0,0
36,3262.129601339109,11,10,0,0
36,3262.129601339109,12,5,0,0
36,3262.129601339109,13,6,0,0
36,3262.129601339109,14,6,0,0
36,3262.129601339109,15,5,0,0
36,3262.129601339109,16,6,0,0
36,3262.129601339109,18,5,0,0
36,3262.129601339109,19,6,0,0
36,3262.129601339109,20,6,0,0
37,3268.129601339109,2,6,0,0
37,3268.129601339109,3,7,0,0
37,3268.129601339109,4,4,0,0
37,3268.129601339109,5,5,0,0
37,3268.129601339109,6,8,0,0
37,3268.129601339109,7,8,0,0
37,3268.129601339109,8,1,0,0
37,3268.129601339109,9,1,0,0
37,3268.129601339109,11,10,0,0
37,3268.129601339109,12,5,0,0
37,3268.129601339109,13,6,0,0
37,3268.129601339109,14,6,0,0
37,3268.129601339109,15,5,0,0
37,3268.129601339109,16,6,0,0
37,3268.129601339109,18,5,0,0
37,3268.129601339109,19,6,0,0
37,3268.129601339109,20,6,0,0
38,3274.129601339109,2,6,0,0
38,3274.129601339109,3,7,0,0
38,3274.129601339109,4,4,0,0
38,3274.129601339109,5,6,0,0
38,3274.129601339109,6,8,0,0
38,3274.129601339109,7,8,0,0
38,3274.129601339109,8,1,0,0
38,3274.129601339109,9,1,0,0
38,3274.129601339109,11,10,0,0
38,3274.129601339109,12,5,0,0
38,3274.129601339109,13,6,0,0
38,3274.129601339109,14,6,0,0
38,3274.129601339109,15,5,0,0
38,3274.129601339109,16,6,0,0
38,3274.129601339109,18,5,0,0
38,3274.129601339109,19,6,0,0
38,3274.129601339109,20,6,0,0
39,3500.102120605229,2,6,0,0
39,3500.102120605229,3,7,0,0
39,3500.102120605229,4,4,0,0
39,3500.102120605229,5,6,0,0
39,3500.102120605229,6,8,0,0
39,3500.102120605229,7,8,0,0
39,3500.102120605229,8,1,0,0
39,3500.102120605229,9,1,0,0
39,3500.102120605229,11,11,0,0
39,3500.102120605229,12,5,0,0
39,3500.102120605229,13,6,0,0
39,3500.102120605229,14,6,0,0
39,3500.102120605229,15,5,0,0
39,3500.102120605229,16,6,0,0
39,3500.102120605229,18,5,0,0
39,3500.102120605229,19,7,0,0
39,3500.102120605229,20,6,0,0
40,3608.5047287348107,2,6,0,0
40,3608.5047287348107,3,7,0,0
40,3608.5047287348107,4,4,0,0
40,3608.5047287348107,5,6,0,0
40,3608.5047287348107,6,8,0,0
40,3608.5047287348107,7,8,0,0
40,3608.5047287348107,8,1,0,0
40,3608.5047287348107,9,1,0,0
40,3608.5047287348107,11,12,0,0
40,3608.5047287348107,12,5,0,0
40,3608.5047287348107,13,6,0,0
40,3608.5047287348107,14,6,0,0
40,3608.5047287348107,15,5,0,0
40,3608.5047287348107,16,6,0,0
40,3608.5047287348107,18,5,0,0
40,3608.5047287348107,19,8,0,0
40,3608.5047287348107,20,6,0,0
41,3876.7798523964484,2,6,0,0
41,3876.7798523964484,3,8,0,0
41,3876.7798523964484,4,4,0,0
41,3876.7798523964484,5,6,0,0
41,3876.7798523964484,6,8,0,0
41,3876.7798523964484,7,8,0,0
41,3876.7798523964484,8,1,0,0
41,3876.7798523964484,9,1,0,0
41,3876.7798523964484,11,12,0,0
41,3876.7798523964484,12,5,0,0
41,3876.7798523964484,13,6,0,0
41,3876.7798523964484,14,6,0,0
41,3876.7798523964484,15,5,0,0
41,3876.7798523964484,16,6,0,0
41,3876.7798523964484,18,5,0,0
41,3876.7798523964484,19,8,0,0
41,3876.7798523964484,20,6,0,0
42,3901.511503778493,2,6,0,0
42,3901.511503778493,3,9,0,0
42,3901.511503778493,4,4,0,0
42,3901.511503778493,5,6,0,0
42,3901.511503778493,6,8,0,0
42,3901.511503778493,7,8,0,0
42,3901.511503778493,8,1,0,0
42,3901.511503778493,9,1,0,0
42,3901.511503778493,11,12,0,0
42,3901.511503778493,12,5,0,0
42,3901.511503778493,13,6,0,0
42,3901.511503778493,14,6,0,0
42,3901.511503778493,15,5,0,0
42,3901.511503778493,16,6,0,0
42,3901.511503778493,18,5,0,0
42,3901.511503778493,19,8,0,0
42,3901.511503778493,20,6,0,0
43,3929.6018001838265,2,6,0,0
43,3929.6018001838265,3,10,0,0
43,3929.6018001838265,4,4,0,0
43,3929.6018001838265,5,6,0,0
43,3929.6018001838265,6,8,0,0
43,3929.6018001838265,7,8,0,0
43,3929.6018001838265,8,1,0,0
43,3929.6018001838265,9,1,0,0
43,3929.6018001838265,11,12,0,0
43,3929.6018001838265,12,5,0,0
43,3929.6018001838265,13,6,0,0
43,3929.6018001838265,14,6,0,0
43,3929.6018001838265,15,5,0,0
43,3929.6018001838265,16,6,0,0
43,3929.6018001838265,18,5,0,0
43,3929.6018001838265,19,8,0,0
43,3929.6018001838265,20,6,0,0
44,4039.9766284260304,2,6,0,0
44,4039.9766284260304,3,11,0,0
44,4039.9766284260304,4,4,0,0
44,4039.9766284260304,5,6,0,0
44,4039.9766284260304,6,8,0,0
44,4039.9766284260304,7,8,0,0
44,4039.9766284260304,8,1,0,0
44,4039.9766284260304,9,1,0,0
44,4039.9766284260304,11,12,0,0
44,4039.9766284260304,12,5,0,0
44,4039.9766284260304,13,6,0,0
44,4039.9766284260304,14,6,0,0
44,4039.9766284260304,15,5,0,0
44,4039.9766284260304,16,6,0,0
44,4039.9766284260304,18,5,0,0
44,4039.9766284260304,19,8,0,0
44,4039.9766284260304,20,6,0,0
45,4152.895438497182,2,6,0,0
45,4152.895438497182,3,11,0,0
45,4152.895438497182,4,4,0,0
45,4152.895438497182,5,6,0,0
45,4152.895438497182,6,8,0,0
45,4152.895438497182,7,8,0,0
45,4152.895438497182,8,1,0,0
45,4152.895438497182,9,1,0,0
45,4152.895438497182,11,12,0,0
45,4152.895438497182,12,5,0,0
45,4152.895438497182,13,6,0,0
45,4152.895438497182,14,6,0,0
45,4152.895438497182,15,5,0,0
45,4152.895438497182,16,6,0,0
45,4152.895438497182,18,5,0,0
45,4152.895438497182,19,8,0,0
45,4152.895438497182,20,6,0,0
46,4209.473947692246,2,6,0,0
46,4209.473947692246,3,11,0,0
46,4209.473947692246,4,4,0,0
46,4209.473947692246,5,6,0,0
46,4209.473947692246,6,8,0,0
46,4209.473947692246,7,8,0,0
46,4209.473947692246,8,1,0,0
46,4209.473947692246,9,1,0,0
46,4209.473947692246,11,12,0,0
46,4209.473947692246,12,5,0,0
46,4209.473947692246,13,6,0,0
46,4209.473947692246,14,6,0,0
46,4209.473947692246,15,5,0,0
46,4209.473947692246,16,6,0,0
46,4209.473947692246,18,5,0,0
46,4209.473947692246,19,8,0,0
46,4209.473947692246,20,6,0,0
47,4305.916198557487,2,6,0,0
47,4305.916198557487,3,11,0,0
47,4305.916198557487,4,4,0,0
47,4305.916198557487,5,6,0,0
47,4305.916198557487,6,8,0,0
