step,virtual_time,channel,r_mec
10,2049.8502499635533,3,350.3507251857692
10,2049.8502499635533,4,477.95414045429555
10,2049.8502499635533,5,305.7321371850323
10,2049.8502499635533,6,750.2259540309765
10,2049.8502499635533,7,750.2494807545257
10,2049.8502499635533,8,37.8923370632818
10,2049.8502499635533,9,310.96999224195105
10,2049.8502499635533,11,750.228526971102
10,2049.8502499635533,12,38.858043834147296
10,2049.8502499635533,15,15.940653509278778
10,2049.8502499635533,18,14.570499692475606
10,2049.8502499635533,19,452.14763941417715
11,2136.508294553686,2,309.4594492321921
11,2136.508294553686,3,350.3507251857692
11,2136.508294553686,4,477.95414045429555
11,2136.508294553686,5,305.7321371850323
11,2136.508294553686,6,750.2259540309765
11,2136.508294553686,7,750.2494807545257
11,2136.508294553686,8,37.8923370632818
11,2136.508294553686,9,310.96999224195105
11,2136.508294553686,11,750.228526971102
11,2136.508294553686,12,16.195959249782085
11,2136.508294553686,18,14.570499692475606
11,2136.508294553686,19,452.14763941417715
12,2219.988330979063,2,309.4594492321921
12,2219.988330979063,3,350.3507251857692
12,2219.988330979063,4,477.95414045429555
12,2219.988330979063,5,305.7321371850323
12,2219.988330979063,6,750.2259540309765
12,2219.988330979063,7,750.2494807545257
12,2219.988330979063,8,37.8923370632818
12,2219.988330979063,9,310.96999224195105
12,2219.988330979063,11,750.228526971102
12,2219.988330979063,12,16.195959249782085
12,2219.988330979063,19,452.14763941417715
13,2340.701948956566,2,309.4594492321921
13,2340.701948956566,3,350.3507251857692
13,2340.701948956566,4,477.95414045429555
13,2340.701948956566,5,305.7321371850323
13,2340.701948956566,6,750.2259540309765
13,2340.701948956566,7,750.2494807545257
13,2340.701948956566,8,37.8923370632818
13,2340.701948956566,9,310.96999224195105
13,2340.701948956566,11,750.228526971102
13,2340.701948956566,19,452.14763941417715
14,2664.4250620323396,2,309.4594492321921
14,2664.4250620323396,3,350.3507251857692
14,2664.4250620323396,4,477.95414045429555
14,2664.4250620323396,5,305.7321371850323
14,2664.4250620323396,6,750.2259540309765
14,2664.4250620323396,7,750.2494807545257
14,2664.4250620323396,8,17.027147296390737
14,2664.4250620323396,9,49.99439915661801
14,2664.4250620323396,11,750.228526971102
14,2664.4250620323396,19,452.14763941417715
15,2672.2359209508963,2,309.4594492321921
15,2672.2359209508963,3,350.3507251857692
15,2672.2359209508963,4,477.95414045429555
15,2672.2359209508963,5,305.7321371850323
15,2672.2359209508963,6,750.2259540309765
15,2672.2359209508963,7,750.2494807545257
15,2672.2359209508963,9,49.99439915661801
15,2672.2359209508963,11,750.228526971102
15,2672.2359209508963,19,452.14763941417715
16,2678.2359209508963,2,309.4594492321921
16,2678.2359209508963,3,350.3507251857692
16,2678.2359209508963,4,477.95414045429555
16,2678.2359209508963,5,305.7321371850323
16,2678.2359209508963,6,750.2259540309765
16,2678.2359209508963,7,750.2494807545257
16,2678.2359209508963,9,49.99439915661801
16,2678.2359209508963,11,750.228526971102
16,2678.2359209508963,19,452.14763941417715
17,2684.2359209508963,2,309.4594492321921
17,2684.2359209508963,3,350.3507251857692
17,2684.2359209508963,4,477.95414045429555
17,2684.2359209508963,5,305.7321371850323
17,2684.2359209508963,6,750.2259540309765
17,2684.2359209508963,7,750.2494807545257
17,2684.2359209508963,9,49.99439915661801
17,2684.2359209508963,11,750.228526971102
17,2684.2359209508963,19,452.14763941417715
18,2690.2359209508963,2,309.4594492321921
18,2690.2359209508963,3,350.3507251857692
18,2690.2359209508963,4,477.95414045429555
18,2690.2359209508963,5,305.7321371850323
18,2690.2359209508963,6,750.2259540309765
18,2690.2359209508963,7,750.2494807545257
18,2690.2359209508963,9,49.99439915661801
18,2690.2359209508963,11,750.228526971102
18,2690.2359209508963,19,452.14763941417715
19,2696.2359209508963,2,309.4594492321921
19,2696.2359209508963,3,350.3507251857692
19,2696.2359209508963,4,477.95414045429555
19,2696.2359209508963,5,305.7321371850323
19,2696.2359209508963,6,750.2259540309765
19,2696.2359209508963,7,750.2494807545257
19,2696.2359209508963,9,49.99439915661801
19,2696.2359209508963,11,750.228526971102
19,2696.2359209508963,19,452.14763941417715
20,2702.2359209508963,2,309.4594492321921
20,2702.2359209508963,3,350.3507251857692
20,2702.2359209508963,4,477.95414045429555
20,2702.2359209508963,5,305.7321371850323
20,2702.2359209508963,6,750.2259540309765
20,2702.2359209508963,7,750.2494807545257
20,2702.2359209508963,9,49.99439915661801
20,2702.2359209508963,11,750.228526971102
20,2702.2359209508963,19,452.14763941417715
21,2708.2359209508963,2,309.4594492321921
21,2708.2359209508963,3,350.3507251857692
21,2708.2359209508963,4,477.95414045429555
21,2708.2359209508963,5,305.7321371850323
21,2708.2359209508963,6,750.2259540309765
21,2708.2359209508963,7,750.2494807545257
21,2708.2359209508963,9,49.99439915661801
21,2708.2359209508963,11,750.228526971102
21,2708.2359209508963,19,452.14763941417715
22,2714.2359209508963,2,309.4594492321921
22,2714.2359209508963,3,350.3507251857692
22,2714.2359209508963,4,477.95414045429555
22,2714.2359209508963,5,305.7321371850323
22,2714.2359209508963,6,750.2259540309765
22,2714.2359209508963,7,750.2494807545257
22,2714.2359209508963,9,49.99439915661801
22,2714.2359209508963,11,750.228526971102
22,2714.2359209508963,19,452.14763941417715
23,2720.2359209508963,2,309.4594492321921
23,2720.2359209508963,3,350.3507251857692
23,2720.2359209508963,4,477.95414045429555
23,2720.2359209508963,5,305.7321371850323
23,2720.2359209508963,6,750.2259540309765
23,2720.2359209508963,7,750.2494807545257
23,2720.2359209508963,9,49.99439915661801
23,2720.2359209508963,11,750.228526971102
23,2720.2359209508963,19,452.14763941417715
24,2726.2359209508963,2,309.4594492321921
24,2726.2359209508963,3,350.3507251857692
24,2726.2359209508963,4,477.95414045429555
24,2726.2359209508963,5,305.7321371850323
24,2726.2359209508963,6,750.2259540309765
24,2726.2359209508963,7,750.2494807545257
24,2726.2359209508963,9,37.591213013348366
24,2726.2359209508963,11,750.228526971102
24,2726.2359209508963,19,452.14763941417715
25,2993.7201290622183,2,309.4594492321921
25,2993.7201290622183,3,350.3507251857692
25,2993.7201290622183,4,477.95414045429555
25,2993.7201290622183,5,305.7321371850323
25,2993.7201290622183,6,750.2259540309765
25,2993.7201290622183,7,750.2494807545257
25,2993.7201290622183,11,750.228526971102
25,2993.7201290622183,19,452.14763941417715
26,2999.7201290622183,2,309.4594492321921
26,2999.7201290622183,3,350.3507251857692
26,2999.7201290622183,4,477.95414045429555
26,2999.7201290622183,5,305.7321371850323
26,2999.7201290622183,6,750.2259540309765
26,2999.7201290622183,7,750.2494807545257
26,2999.7201290622183,11,750.228526971102
26,2999.7201290622183,19,452.14763941417715
27,3005.7201290622183,2,309.4594492321921
27,3005.7201290622183,3,350.3507251857692
27,3005.7201290622183,4,477.95414045429555
27,3005.7201290622183,5,305.7321371850323
27,3005.7201290622183,6,750.2259540309765
27,3005.7201290622183,7,750.2494807545257
27,3005.7201290622183,11,750.228526971102
27,3005.7201290622183,19,452.14763941417715
28,3011.7201290622183,2,309.4594492321921
28,3011.7201290622183,3,350.3507251857692
28,3011.7201290622183,4,477.95414045429555
28,3011.7201290622183,5,305.7321371850323
28,3011.7201290622183,6,750.2259540309765
28,3011.7201290622183,7,750.2494807545257
28,3011.7201290622183,11,750.228526971102
28,3011.7201290622183,19,452.14763941417715
29,3017.7201290622183,2,309.4594492321921
29,3017.7201290622183,3,350.3507251857692
29,3017.7201290622183,4,477.95414045429555
29,3017.7201290622183,5,305.7321371850323
29,3017.7201290622183,6,750.2259540309765
29,3017.7201290622183,7,750.2494807545257
29,3017.7201290622183,11,750.228526971102
29,3017.7201290622183,19,452.14763941417715
30,3023.7201290622183,2,309.4594492321921
30,3023.7201290622183,3,350.3507251857692
30,3023.7201290622183,4,477.95414045429555
30,3023.7201290622183,5,305.7321371850323
30,3023.7201290622183,6,750.2259540309765
30,3023.7201290622183,7,750.2494807545257
30,3023.7201290622183,11,750.228526971102
30,3023.7201290622183,19,452.14763941417715
31,3029.7201290622183,2,309.4594492321921
31,3029.7201290622183,3,350.3507251857692
31,3029.7201290622183,4,477.95414045429555
31,3029.7201290622183,5,305.7321371850323
31,3029.7201290622183,6,750.2259540309765
31,3029.7201290622183,7,750.2494807545257
31,3029.7201290622183,11,750.228526971102
31,3029.7201290622183,19,452.14763941417715
32,3035.7201290622183,2,309.4594492321921
32,3035.7201290622183,3,350.3507251857692
32,3035.7201290622183,4,477.95414045429555
32,3035.7201290622183,5,305.7321371850323
32,3035.7201290622183,6,750.2259540309765
32,3035.7201290622183,7,750.2494807545257
32,3035.7201290622183,11,750.228526971102
32,3035.7201290622183,19,452.14763941417715
33,3041.7201290622183,2,309.4594492321921
33,3041.7201290622183,3,350.3507251857692
33,3041.7201290622183,4,477.95414045429555
33,3041.7201290622183,5,305.7321371850323
33,3041.7201290622183,6,750.2259540309765
33,3041.7201290622183,7,750.2494807545257
33,3041.7201290622183,11,750.228526971102
33,3041.7201290622183,19,452.14763941417715
34,3250.129601339109,2,309.4594492321921
34,3250.129601339109,3,350.3507251857692
34,3250.129601339109,4,152.07461463045274
34,3250.129601339109,5,305.7321371850323
34,3250.129601339109,6,750.2259540309765
34,3250.129601339109,7,750.2494807545257
34,3250.129601339109,11,750.228526971102
34,3250.129601339109,19,452.14763941417715
35,3256.129601339109,2,309.4594492321921
35,3256.129601339109,3,350.3507251857692
35,3256.129601339109,4,152.07461463045274
35,3256.129601339109,5,305.7321371850323
35,3256.129601339109,6,750.2259540309765
35,3256.129601339109,7,750.2494807545257
35,3256.129601339109,11,750.228526971102
35,3256.129601339109,19,452.14763941417715
36,3262.129601339109,2,309.4594492321921
36,3262.129601339109,3,350.3507251857692
36,3262.129601339109,4,152.07461463045274
36,3262.129601339109,5,305.7321371850323
36,3262.129601339109,6,750.2259540309765
36,3262.129601339109,7,750.2494807545257
36,3262.129601339109,11,750.228526971102
36,3262.129601339109,19,452.14763941417715
37,3268.129601339109,2,309.4594492321921
37,3268.129601339109,3,350.3507251857692
37,3268.129601339109,4,152.07461463045274
37,3268.129601339109,5,305.7321371850323
37,3268.129601339109,6,750.2259540309765
37,3268.129601339109,7,750.2494807545257
37,3268.129601339109,11,750.228526971102
37,3268.129601339109,19,452.14763941417715
38,3274.129601339109,2,309.4594492321921
38,3274.129601339109,3,350.3507251857692
38,3274.129601339109,4,152.07461463045274
38,3274.129601339109,5,305.7321371850323
38,3274.129601339109,6,750.2259540309765
38,3274.129601339109,7,750.2494807545257
38,3274.129601339109,11,750.228526971102
38,3274.129601339109,19,452.14763941417715
39,3500.102120605229,2,47.35361928880499
39,3500.102120605229,3,350.3507251857692
39,3500.102120605229,4,15.21364461589808
39,3500.102120605229,5,38.54634879067786
39,3500.102120605229,6,30.359706612346226
39,3500.102120605229,7,29.58529853604313
39,3500.102120605229,11,750.228526971102
39,3500.102120605229,19,452.14763941417715
40,3608.5047287348107,2,47.35361928880499
40,3608.5047287348107,3,350.3507251857692
40,3608.5047287348107,5,38.54634879067786
40,3608.5047287348107,6,30.359706612346226
40,3608.5047287348107,7,29.58529853604313
40,3608.5047287348107,11,750.228526971102
40,3608.5047287348107,19,452.14763941417715
41,3876.7798523964484,2,9.485789831962347
41,3876.7798523964484,3,350.3507251857692
41,3876.7798523964484,5,16.829128455111718
41,3876.7798523964484,6,14.90269802393661
41,3876.7798523964484,7,15.741533473761054
41,3876.7798523964484,11,26.575456019342504
41,3876.7798523964484,19,60.35169680019053
42,3901.511503778493,2,9.485789831962347
42,3901.511503778493,3,350.3507251857692
42,3901.511503778493,6,14.90269802393661
42,3901.511503778493,7,15.741533473761054
42,3901.511503778493,11,24.29799698152764
42,3901.511503778493,19,57.02723466047481
43,3929.6018001838265,3,350.3507251857692
43,3929.6018001838265,6,14.90269802393661
43,3929.6018001838265,7,15.741533473761054
43,3929.6018001838265,11,24.29799698152764
43,3929.6018001838265,19,57.02723466047481
44,4039.9766284260304,3,350.3507251857692
44,4039.9766284260304,7,15.741533473761054
44,4039.9766284260304,11,19.947740983651567
44,4039.9766284260304,19,39.630946447009315
45,4152.895438497182,3,16.510052071440274
45,4152.895438497182,11,19.947740983651567
45,4152.895438497182,19,26.945007479127575
46,4209.473947692246,3,16.510052071440274
46,4209.473947692246,19,19.77932646256324
47,4305.916198557487,19,19.77932646256324
