step,virtual_time,channel,n_no_signal,n_certified_cells,n_certified_cells_raw
12,2058.0,1,3,0,0
12,2058.0,2,7,0,0
12,2058.0,3,7,0,0
12,2058.0,4,1,0,0
12,2058.0,5,7,0,0
12,2058.0,6,7,0,0
12,2058.0,7,2,0,0
12,2058.0,8,7,0,0
12,2058.0,9,1,0,0
12,2058.0,10,6,0,0
12,2058.0,11,4,0,0
12,2058.0,12,1,0,0
12,2058.0,13,7,0,0
12,2058.0,14,7,0,0
12,2058.0,15,3,0,0
12,2058.0,16,7,0,0
12,2058.0,17,7,0,0
12,2058.0,18,2,0,0
12,2058.0,19,1,0,0
12,2058.0,20,7,0,0
13,2064.0,1,3,0,0
13,2064.0,2,7,0,0
13,2064.0,3,7,0,0
13,2064.0,4,1,0,0
13,2064.0,5,7,0,0
13,2064.0,6,7,0,0
13,2064.0,7,3,0,0
13,2064.0,8,7,0,0
13,2064.0,9,1,0,0
13,2064.0,10,6,0,0
13,2064.0,11,4,0,0
13,2064.0,12,1,0,0
13,2064.0,13,7,0,0
13,2064.0,14,7,0,0
13,2064.0,15,3,0,0
13,2064.0,16,7,0,0
13,2064.0,17,7,0,0
13,2064.0,18,2,0,0
13,2064.0,19,1,0,0
13,2064.0,20,7,0,0
14,2070.0,1,3,0,0
14,2070.0,2,7,0,0
14,2070.0,3,7,0,0
14,2070.0,4,1,0,0
14,2070.0,5,7,0,0
14,2070.0,6,7,0,0
14,2070.0,7,3,0,0
14,2070.0,8,7,0,0
14,2070.0,9,1,0,0
14,2070.0,10,6,0,0
14,2070.0,11,4,0,0
14,2070.0,12,1,0,0
14,2070.0,13,7,0,0
14,2070.0,14,7,0,0
14,2070.0,15,4,0,0
14,2070.0,16,7,0,0
14,2070.0,17,7,0,0
14,2070.0,18,2,0,0
14,2070.0,19,1,0,0
14,2070.0,20,7,0,0
15,2251.1346390377053,1,4,0,0
15,2251.1346390377053,2,7,0,0
15,2251.1346390377053,3,7,0,0
15,2251.1346390377053,4,1,0,0
15,2251.1346390377053,5,7,0,0
15,2251.1346390377053,6,7,0,0
15,2251.1346390377053,7,3,0,0
15,2251.1346390377053,8,7,0,0
15,2251.1346390377053,9,2,0,0
15,2251.1346390377053,10,6,0,0
15,2251.1346390377053,11,4,0,0
15,2251.1346390377053,12,1,0,0
15,2251.1346390377053,13,7,0,0
15,2251.1346390377053,14,7,0,0
15,2251.1346390377053,15,4,0,0
15,2251.1346390377053,16,7,0,0
15,2251.1346390377053,17,7,0,0
15,2251.1346390377053,18,3,0,0
15,2251.1346390377053,19,2,0,0
15,2251.1346390377053,20,7,0,0
16,2486.5500328816966,1,5,0,0
16,2486.5500328816966,2,7,0,0
16,2486.5500328816966,3,7,0,0
16,2486.5500328816966,4,1,0,0
16,2486.5500328816966,5,7,0,0
16,2486.5500328816966,6,7,0,0
16,2486.5500328816966,7,3,0,0
16,2486.5500328816966,8,7,0,0
16,2486.5500328816966,9,3,0,0
16,2486.5500328816966,10,6,0,0
16,2486.5500328816966,11,4,0,0
16,2486.5500328816966,12,1,0,0
16,2486.5500328816966,13,7,0,0
16,2486.5500328816966,14,7,0,0
16,2486.5500328816966,15,4,0,0
16,2486.5500328816966,16,7,0,0
16,2486.5500328816966,17,7,0,0
16,2486.5500328816966,18,3,0,0
16,2486.5500328816966,19,2,0,0
16,2486.5500328816966,20,7,0,0
17,2567.39363812296,1,6,0,0
17,2567.39363812296,2,7,0,0
17,2567.39363812296,3,7,0,0
17,2567.39363812296,4,1,0,0
17,2567.39363812296,5,7,0,0
17,2567.39363812296,6,7,0,0
17,2567.39363812296,7,3,0,0
17,2567.39363812296,8,7,0,0
17,2567.39363812296,9,4,0,0
17,2567.39363812296,10,6,0,0
17,2567.39363812296,11,4,0,0
17,2567.39363812296,12,1,0,0
17,2567.39363812296,13,7,0,0
17,2567.39363812296,14,7,0,0
17,2567.39363812296,15,4,0,0
17,2567.39363812296,16,7,0,0
17,2567.39363812296,17,7,0,0
17,2567.39363812296,18,3,0,0
17,2567.39363812296,19,2,0,0
17,2567.39363812296,20,7,0,0
18,2774.3821185508245,1,7,0,0
18,2774.3821185508245,2,7,0,0
18,2774.3821185508245,3,7,0,0
18,2774.3821185508245,4,1,0,0
18,2774.3821185508245,5,7,0,0
18,2774.3821185508245,6,7,0,0
18,2774.3821185508245,7,3,0,0
18,2774.3821185508245,8,7,0,0
18,2774.3821185508245,9,4,0,0
18,2774.3821185508245,10,6,0,0
18,2774.3821185508245,11,4,0,0
18,2774.3821185508245,12,1,0,0
18,2774.3821185508245,13,7,0,0
18,2774.3821185508245,14,7,0,0
18,2774.3821185508245,15,4,0,0
18,2774.3821185508245,16,7,0,0
18,2774.3821185508245,17,7,0,0
18,2774.3821185508245,18,3,0,0
18,2774.3821185508245,19,2,0,0
18,2774.3821185508245,20,7,0,0
19,3176.704536292673,1,7,0,0
19,3176.704536292673,2,7,0,0
19,3176.704536292673,3,7,0,0
19,3176.704536292673,4,1,0,0
19,3176.704536292673,5,7,0,0
19,3176.704536292673,6,7,0,0
19,3176.704536292673,7,3,0,0
19,3176.704536292673,8,7,0,0
19,3176.704536292673,9,4,0,0
19,3176.704536292673,10,6,0,0
19,3176.704536292673,11,4,0,0
19,3176.704536292673,12,1,0,0
19,3176.704536292673,13,7,0,0
19,3176.704536292673,14,7,0,0
19,3176.704536292673,15,4,0,0
19,3176.704536292673,16,7,0,0
19,3176.704536292673,17,7,0,0
19,3176.704536292673,18,3,0,0
19,3176.704536292673,19,2,0,0
19,3176.704536292673,20,7,0,0
20,3206.795089997951,1,7,0,0
20,3206.795089997951,2,7,0,0
20,3206.795089997951,3,7,0,0
20,3206.795089997951,4,1,0,0
20,3206.795089997951,5,7,0,0
20,3206.795089997951,6,7,0,0
20,3206.795089997951,7,3,0,0
20,3206.795089997951,8,7,0,0
20,3206.795089997951,9,4,0,0
20,3206.795089997951,10,6,0,0
20,3206.795089997951,11,4,0,0
20,3206.795089997951,12,1,0,0
20,3206.795089997951,13,7,0,0
20,3206.795089997951,14,7,0,0
20,3206.795089997951,15,4,0,0
20,3206.795089997951,16,7,0,0
20,3206.795089997951,17,7,0,0
20,3206.795089997951,18,3,0,0
20,3206.795089997951,19,2,0,0
20,3206.795089997951,20,7,0,0
21,3386.075343616033,1,7,0,0
21,3386.075343616033,2,7,0,0
21,3386.075343616033,3,7,0,0
21,3386.075343616033,4,1,0,0
21,3386.075343616033,5,7,0,0
21,3386.075343616033,6,7,0,0
21,3386.075343616033,7,3,0,0
21,3386.075343616033,8,7,0,0
21,3386.075343616033,9,4,0,0
21,3386.075343616033,10,6,0,0
21,3386.075343616033,11,4,0,0
21,3386.075343616033,12,1,0,0
21,3386.075343616033,13,7,0,0
21,3386.075343616033,14,7,0,0
21,3386.075343616033,15,4,0,0
21,3386.075343616033,16,7,0,0
21,3386.075343616033,17,7,0,0
21,3386.075343616033,18,3,0,0
21,3386.075343616033,19,2,0,0
21,3386.075343616033,20,7,0,0
22,3606.123546766653,1,7,0,0
22,3606.123546766653,2,7,0,0
22,3606.123546766653,3,7,0,0
22,3606.123546766653,4,1,0,0
22,3606.123546766653,5,7,0,0
22,3606.123546766653,6,7,0,0
22,3606.123546766653,7,3,0,0
22,3606.123546766653,8,7,0,0
22,3606.123546766653,9,4,0,0
22,3606.123546766653,10,6,0,0
22,3606.123546766653,11,4,0,0
22,3606.123546766653,12,1,0,0
22,3606.123546766653,13,7,0,0
22,3606.123546766653,14,7,0,0
22,3606.123546766653,15,4,0,0
22,3606.123546766653,16,7,0,0
22,3606.123546766653,17,7,0,0
22,3606.123546766653,18,3,0,0
22,3606.123546766653,19,2,0,0
22,3606.123546766653,20,7,0,0
23,3776.425986181089,1,7,0,0
23,3776.425986181089,2,7,0,0
23,3776.425986181089,3,7,0,0
23,3776.425986181089,4,1,0,0
23,3776.425986181089,5,7,0,0
23,3776.425986181089,6,7,0,0
23,3776.425986181089,7,3,0,0
23,3776.425986181089,8,7,0,0
23,3776.425986181089,9,4,0,0
23,3776.425986181089,10,6,0,0
23,3776.425986181089,11,4,0,0
23,3776.425986181089,12,1,0,0
23,3776.425986181089,13,7,0,0
23,3776.425986181089,14,7,0,0
23,3776.425986181089,15,4,0,0
23,3776.425986181089,16,7,0,0
23,3776.425986181089,17,7,0,0
23,3776.425986181089,18,3,0,0
23,3776.425986181089,19,2,0,0
23,3776.425986181089,20,7,0,0
24,3912.446328179575,1,7,0,0
24,3912.446328179575,2,7,0,0
24,3912.446328179575,3,7,0,0
24,3912.446328179575,4,1,0,0
24,3912.446328179575,5,7,0,0
24,3912.446328179575,6,7,0,0
24,3912.446328179575,7,3,0,0
24,3912.446328179575,8,7,0,0
24,3912.446328179575,9,4,0,0
24,3912.446328179575,10,6,0,0
24,3912.446328179575,11,4,0,0
24,3912.446328179575,12,1,0,0
24,3912.446328179575,13,7,0,0
24,3912.446328179575,14,7,0,0
24,3912.446328179575,15,4,0,0
24,3912.446328179575,16,7,0,0
24,3912.446328179575,17,7,0,0
24,3912.446328179575,18,3,0,0
24,3912.446328179575,19,2,0,0
24,3912.446328179575,20,7,0,0
25,3991.9904980667325,1,7,0,0
25,3991.9904980667325,2,7,0,0
25,3991.9904980667325,3,7,0,0
25,3991.9904980667325,4,1,0,0
25,3991.9904980667325,5,7,0,0
25,3991.9904980667325,6,7,0,0
25,3991.9904980667325,7,3,0,0
25,3991.9904980667325,8,7,0,0
25,3991.9904980667325,9,4,0,0
25,3991.9904980667325,10,6,0,0
25,3991.9904980667325,11,4,0,0
25,3991.9904980667325,12,1,0,0
25,3991.9904980667325,13,7,0,0
25,3991.9904980667325,14,7,0,0
25,3991.9904980667325,15,4,0,0
25,3991.9904980667325,16,7,0,0
25,3991.9904980667325,17,7,0,0
25,3991.9904980667325,18,3,0,0
25,3991.9904980667325,19,2,0,0
25,3991.9904980667325,20,7,0,0
26,3997.9904980667325,1,7,0,0
26,3997.9904980667325,2,7,0,0
26,3997.9904980667325,3,7,0,0
26,3997.9904980667325,4,1,0,0
26,3997.9904980667325,5,7,0,0
26,3997.9904980667325,6,7,0,0
26,3997.9904980667325,7,3,0,0
26,3997.9904980667325,8,7,0,0
26,3997.9904980667325,9,4,0,0
26,3997.9904980667325,10,7,0,0
26,3997.9904980667325,11,4,0,0
26,3997.9904980667325,12,1,0,0
26,3997.9904980667325,13,7,0,0
26,3997.9904980667325,14,7,0,0
26,3997.9904980667325,15,4,0,0
26,3997.9904980667325,16,7,0,0
26,3997.9904980667325,17,7,0,0
26,3997.9904980667325,18,3,0,0
26,3997.9904980667325,19,2,0,0
26,3997.9904980667325,20,7,0,0
27,4256.628004674017,1,7,0,0
27,4256.628004674017,2,7,0,0
27,4256.628004674017,3,7,0,0
27,4256.628004674017,4,1,0,0
27,4256.628004674017,5,7,0,0
27,4256.628004674017,6,7,0,0
27,4256.628004674017,7,3,0,0
27,4256.628004674017,8,7,0,0
27,4256.628004674017,9,4,0,0
27,4256.628004674017,10,8,0,0
27,4256.628004674017,11,4,0,0
27,4256.628004674017,12,1,0,0
27,4256.628004674017,13,7,0,0
27,4256.628004674017,14,7,0,0
27,4256.628004674017,15,4,0,0
27,4256.628004674017,16,7,0,0
27,4256.628004674017,17,7,0,0
27,4256.628004674017,18,3,0,0
27,4256.628004674017,19,2,0,0
27,4256.628004674017,20,7,0,0
28,4388.446757977659,1,7,0,0
28,4388.446757977659,2,7,0,0
28,4388.446757977659,3,7,0,0
28,4388.446757977659,4,1,0,0
28,4388.446757977659,5,7,0,0
28,4388.446757977659,6,7,0,0
28,4388.446757977659,7,3,0,0
28,4388.446757977659,8,7,0,0
28,4388.446757977659,9,4,0,0
28,4388.446757977659,10,8,0,0
28,4388.446757977659,11,4,0,0
28,4388.446757977659,12,1,0,0
28,4388.446757977659,13,7,0,0
28,4388.446757977659,14,7,0,0
28,4388.446757977659,15,4,0,0
28,4388.446757977659,16,7,0,0
28,4388.446757977659,17,7,0,0
28,4388.446757977659,18,3,0,0
28,4388.446757977659,19,2,0,0
28,4388.446757977659,20,7,0,0
29,4545.166563154706,1,7,0,0
29,4545.166563154706,2,7,0,0
29,4545.166563154706,3,7,0,0
29,4545.166563154706,4,1,0,0
29,4545.166563154706,5,7,0,0
29,4545.166563154706,6,7,0,0
29,4545.166563154706,7,3,0,0
29,4545.166563154706,8,7,0,0
29,4545.166563154706,9,4,0,0
29,4545.166563154706,10,8,0,0
29,4545.166563154706,11,4,0,0
29,4545.166563154706,12,1,0,0
29,4545.166563154706,13,7,0,0
29,4545.166563154706,14,7,0,0
29,4545.166563154706,15,4,0,0
29,4545.166563154706,16,7,0,0
29,4545.166563154706,17,7,0,0
29,4545.166563154706,18,3,0,0
29,4545.166563154706,19,2,0,0
29,4545.166563154706,20,7,0,0
30,4551.896789071074,1,7,0,0
30,4551.896789071074,2,7,0,0
30,4551.896789071074,3,7,0,0
30,4551.896789071074,4,1,0,0
30,4551.896789071074,5,7,0,0
30,4551.896789071074,6,7,0,0
30,4551.896789071074,7,3,0,0
30,4551.896789071074,8,7,0,0
30,4551.896789071074,9,4,0,0
30,4551.896789071074,10,8,0,0
30,4551.896789071074,11,4,0,0
30,4551.896789071074,12,1,0,0
30,4551.896789071074,13,7,0,0
30,4551.896789071074,14,7,0,0
30,4551.896789071074,15,4,0,0
30,4551.896789071074,16,7,0,0
30,4551.896789071074,17,7,0,0
30,4551.896789071074,18,3,0,0
30,4551.896789071074,19,2,0,0
30,4551.896789071074,20,7,0,0
31,4559.738036360477,1,7,0,0
31,4559.738036360477,2,7,0,0
31,4559.738036360477,3,7,0,0
31,4559.738036360477,4,1,0,0
31,4559.738036360477,5,7,0,0
31,4559.738036360477,6,7,0,0
31,4559.738036360477,7,3,0,0
31,4559.738036360477,8,7,0,0
31,4559.738036360477,9,4,0,0
31,4559.738036360477,10,8,0,0
31,4559.738036360477,11,4,0,0
31,4559.738036360477,12,1,0,0
31,4559.738036360477,13,7,0,0
31,4559.738036360477,14,7,0,0
31,4559.738036360477,15,4,0,0
31,4559.738036360477,16,7,0,0
31,4559.738036360477,17,7,0,0
31,4559.738036360477,18,3,0,0
31,4559.738036360477,19,2,0,0
31,4559.738036360477,20,7,0,0
