step,virtual_time,x,y,channel,result,bearing_deg,status_before,status_after,svd_deg
21,958.635238111227,671.75144212722,-671.7514421272203,9,no_signal,,UNKNOWN,UNKNOWN,
21,964.635238111227,671.75144212722,-671.7514421272203,10,no_signal,,UNKNOWN,UNKNOWN,
21,970.635238111227,671.75144212722,-671.7514421272203,13,no_signal,,UNKNOWN,UNKNOWN,
21,976.635238111227,671.75144212722,-671.7514421272203,14,no_signal,,UNKNOWN,UNKNOWN,
21,982.635238111227,671.75144212722,-671.7514421272203,15,no_signal,,UNKNOWN,UNKNOWN,
21,988.635238111227,671.75144212722,-671.7514421272203,16,no_signal,,UNKNOWN,UNKNOWN,
21,994.635238111227,671.75144212722,-671.7514421272203,18,no_signal,,UNKNOWN,UNKNOWN,
21,1000.635238111227,671.75144212722,-671.7514421272203,19,no_signal,,UNKNOWN,UNKNOWN,
22,1103.9864752501849,245.87809284739427,-917.629534974615,19,no_signal,,UNKNOWN,UNKNOWN,
22,1109.9864752501849,245.87809284739427,-917.629534974615,5,no_signal,,UNKNOWN,UNKNOWN,
22,1115.9864752501849,245.87809284739427,-917.629534974615,9,no_signal,,UNKNOWN,UNKNOWN,
22,1121.9864752501849,245.87809284739427,-917.629534974615,10,no_signal,,UNKNOWN,UNKNOWN,
22,1127.9864752501849,245.87809284739427,-917.629534974615,13,no_signal,,UNKNOWN,UNKNOWN,
22,1133.9864752501849,245.87809284739427,-917.629534974615,14,no_signal,,UNKNOWN,UNKNOWN,
22,1139.9864752501849,245.87809284739427,-917.629534974615,15,no_signal,,UNKNOWN,UNKNOWN,
22,1145.9864752501849,245.87809284739427,-917.629534974615,16,no_signal,,UNKNOWN,UNKNOWN,
22,1151.9864752501849,245.87809284739427,-917.629534974615,18,no_signal,,UNKNOWN,UNKNOWN,
22,1157.9864752501849,245.87809284739427,-917.629534974615,20,no_signal,,UNKNOWN,UNKNOWN,
23,1261.3377123891426,-245.87809284739458,-917.6295349746149,20,no_signal,,UNKNOWN,UNKNOWN,
23,1267.3377123891426,-245.87809284739458,-917.6295349746149,5,no_signal,,UNKNOWN,UNKNOWN,
23,1273.3377123891426,-245.87809284739458,-917.6295349746149,9,no_signal,,UNKNOWN,UNKNOWN,
23,1279.3377123891426,-245.87809284739458,-917.6295349746149,10,no_signal,,UNKNOWN,UNKNOWN,
23,1285.3377123891426,-245.87809284739458,-917.6295349746149,13,no_signal,,UNKNOWN,UNKNOWN,
23,1291.3377123891426,-245.87809284739458,-917.6295349746149,14,no_signal,,UNKNOWN,UNKNOWN,
23,1297.3377123891426,-245.87809284739458,-917.6295349746149,15,no_signal,,UNKNOWN,UNKNOWN,
23,1303.3377123891426,-245.87809284739458,-917.6295349746149,16,no_signal,,UNKNOWN,UNKNOWN,
23,1309.3377123891426,-245.87809284739458,-917.6295349746149,18,no_signal,,UNKNOWN,UNKNOWN,
23,1315.3377123891426,-245.87809284739458,-917.6295349746149,19,no_signal,,UNKNOWN,UNKNOWN,
24,1418.6889495281005,-671.7514421272203,-671.7514421272201,19,no_signal,,UNKNOWN,UNKNOWN,
24,1424.6889495281005,-671.7514421272203,-671.7514421272201,5,no_signal,,UNKNOWN,UNKNOWN,
24,1430.6889495281005,-671.7514421272203,-671.7514421272201,9,no_signal,,UNKNOWN,UNKNOWN,
24,1436.6889495281005,-671.7514421272203,-671.7514421272201,10,no_signal,,UNKNOWN,UNKNOWN,
24,1442.6889495281005,-671.7514421272203,-671.7514421272201,13,no_signal,,UNKNOWN,UNKNOWN,
24,1448.6889495281005,-671.7514421272203,-671.7514421272201,14,no_signal,,UNKNOWN,UNKNOWN,
24,1454.6889495281005,-671.7514421272203,-671.7514421272201,15,no_signal,,UNKNOWN,UNKNOWN,
24,1460.6889495281005,-671.7514421272203,-671.7514421272201,16,no_signal,,UNKNOWN,UNKNOWN,
24,1466.6889495281005,-671.7514421272203,-671.7514421272201,18,no_signal,,UNKNOWN,UNKNOWN,
24,1472.6889495281005,-671.7514421272203,-671.7514421272201,20,no_signal,,UNKNOWN,UNKNOWN,
25,1576.0401866670584,-917.6295349746149,-245.87809284739475,20,no_signal,,UNKNOWN,UNKNOWN,
25,1582.0401866670584,-917.6295349746149,-245.87809284739475,5,no_signal,,UNKNOWN,UNKNOWN,
25,1588.0401866670584,-917.6295349746149,-245.87809284739475,9,no_signal,,UNKNOWN,UNKNOWN,
25,1594.0401866670584,-917.6295349746149,-245.87809284739475,10,direction,83.98,UNKNOWN,ACTIVE,83.98
25,1600.0401866670584,-917.6295349746149,-245.87809284739475,13,no_signal,,UNKNOWN,UNKNOWN,
25,1606.0401866670584,-917.6295349746149,-245.87809284739475,14,no_signal,,UNKNOWN,UNKNOWN,
25,1612.0401866670584,-917.6295349746149,-245.87809284739475,15,direction,103.41,UNKNOWN,ACTIVE,103.41
25,1618.0401866670584,-917.6295349746149,-245.87809284739475,16,no_signal,,UNKNOWN,UNKNOWN,
25,1624.0401866670584,-917.6295349746149,-245.87809284739475,18,no_signal,,UNKNOWN,UNKNOWN,
25,1630.0401866670584,-917.6295349746149,-245.87809284739475,19,no_signal,,UNKNOWN,UNKNOWN,
26,1733.3914238060163,-917.6295349746148,245.87809284739495,19,no_signal,,UNKNOWN,UNKNOWN,
26,1739.3914238060163,-917.6295349746148,245.87809284739495,5,no_signal,,UNKNOWN,UNKNOWN,
26,1745.3914238060163,-917.6295349746148,245.87809284739495,9,no_signal,,UNKNOWN,UNKNOWN,
26,1751.3914238060163,-917.6295349746148,245.87809284739495,13,no_signal,,UNKNOWN,UNKNOWN,
26,1757.3914238060163,-917.6295349746148,245.87809284739495,14,no_signal,,UNKNOWN,UNKNOWN,
26,1763.3914238060163,-917.6295349746148,245.87809284739495,16,no_signal,,UNKNOWN,UNKNOWN,
26,1769.3914238060163,-917.6295349746148,245.87809284739495,18,direction,98.88,UNKNOWN,ACTIVE,98.88
26,1775.3914238060163,-917.6295349746148,245.87809284739495,20,no_signal,,UNKNOWN,UNKNOWN,
27,1878.7426609449742,-671.7514421272201,671.7514421272202,20,no_signal,,UNKNOWN,UNKNOWN,
27,1884.7426609449742,-671.7514421272201,671.7514421272202,5,no_signal,,UNKNOWN,UNKNOWN,
27,1890.7426609449742,-671.7514421272201,671.7514421272202,9,no_signal,,UNKNOWN,UNKNOWN,
27,1896.7426609449742,-671.7514421272201,671.7514421272202,13,no_signal,,UNKNOWN,UNKNOWN,
27,1902.7426609449742,-671.7514421272201,671.7514421272202,14,no_signal,,UNKNOWN,UNKNOWN,
27,1908.7426609449742,-671.7514421272201,671.7514421272202,16,no_signal,,UNKNOWN,UNKNOWN,
27,1914.7426609449742,-671.7514421272201,671.7514421272202,19,no_signal,,UNKNOWN,UNKNOWN,
28,2018.0938980839321,-245.8780928473948,917.6295349746149,19,no_signal,,UNKNOWN,UNKNOWN,
28,2024.0938980839321,-245.8780928473948,917.6295349746149,5,no_signal,,UNKNOWN,UNKNOWN,
28,2030.0938980839321,-245.8780928473948,917.6295349746149,9,no_signal,,UNKNOWN,UNKNOWN,
28,2036.0938980839321,-245.8780928473948,917.6295349746149,13,no_signal,,UNKNOWN,UNKNOWN,
28,2042.0938980839321,-245.8780928473948,917.6295349746149,14,no_signal,,UNKNOWN,UNKNOWN,
28,2048.093898083932,-245.8780928473948,917.6295349746149,16,no_signal,,UNKNOWN,UNKNOWN,
28,2054.093898083932,-245.8780928473948,917.6295349746149,20,no_signal,,UNKNOWN,UNKNOWN,
29,2157.44513522289,245.8780928473947,917.6295349746149,20,no_signal,,UNKNOWN,UNKNOWN,
29,2163.44513522289,245.8780928473947,917.6295349746149,5,no_signal,,UNKNOWN,UNKNOWN,
29,2169.44513522289,245.8780928473947,917.6295349746149,9,no_signal,,UNKNOWN,UNKNOWN,
29,2175.44513522289,245.8780928473947,917.6295349746149,13,no_signal,,UNKNOWN,UNKNOWN,
29,2181.44513522289,245.8780928473947,917.6295349746149,14,no_signal,,UNKNOWN,UNKNOWN,
29,2187.44513522289,245.8780928473947,917.6295349746149,16,no_signal,,UNKNOWN,UNKNOWN,
29,2193.44513522289,245.8780928473947,917.6295349746149,19,no_signal,,UNKNOWN,UNKNOWN,
30,2296.7963723618477,671.7514421272202,671.7514421272202,19,no_signal,,UNKNOWN,UNKNOWN,
30,2302.7963723618477,671.7514421272202,671.7514421272202,5,no_signal,,UNKNOWN,UNKNOWN,
30,2308.7963723618477,671.7514421272202,671.7514421272202,9,no_signal,,UNKNOWN,UNKNOWN,
30,2314.7963723618477,671.7514421272202,671.7514421272202,13,no_signal,,UNKNOWN,UNKNOWN,
30,2320.7963723618477,671.7514421272202,671.7514421272202,14,no_signal,,UNKNOWN,UNKNOWN,
30,2326.7963723618477,671.7514421272202,671.7514421272202,16,no_signal,,UNKNOWN,UNKNOWN,
30,2332.7963723618477,671.7514421272202,671.7514421272202,20,no_signal,,UNKNOWN,UNKNOWN,
31,2534.516024577374,935.0000000000002,1619.4675050769001,20,no_signal,,UNKNOWN,UNKNOWN,
31,2540.516024577374,935.0000000000002,1619.4675050769001,5,no_signal,,UNKNOWN,UNKNOWN,
31,2546.516024577374,935.0000000000002,1619.4675050769001,9,no_signal,,UNKNOWN,UNKNOWN,
31,2552.516024577374,935.0000000000002,1619.4675050769001,13,no_signal,,UNKNOWN,UNKNOWN,
31,2558.516024577374,935.0000000000002,1619.4675050769001,14,no_signal,,UNKNOWN,UNKNOWN,
31,2564.516024577374,935.0000000000002,1619.4675050769001,16,no_signal,,UNKNOWN,UNKNOWN,
31,2570.516024577374,935.0000000000002,1619.4675050769001,19,no_signal,,UNKNOWN,UNKNOWN,
32,2769.1126703140594,1619.4675050769004,934.9999999999999,19,direction,263.77,UNKNOWN,ACTIVE,263.77
32,2775.1126703140594,1619.4675050769004,934.9999999999999,5,no_signal,,UNKNOWN,UNKNOWN,
32,2781.1126703140594,1619.4675050769004,934.9999999999999,9,no_signal,,UNKNOWN,UNKNOWN,
32,2787.1126703140594,1619.4675050769004,934.9999999999999,13,no_signal,,UNKNOWN,UNKNOWN,
32,2793.1126703140594,1619.4675050769004,934.9999999999999,14,no_signal,,UNKNOWN,UNKNOWN,
32,2799.1126703140594,1619.4675050769004,934.9999999999999,16,no_signal,,UNKNOWN,UNKNOWN,
32,2805.1126703140594,1619.4675050769004,934.9999999999999,20,no_signal,,UNKNOWN,UNKNOWN,
33,3003.7093160507447,1870.0,0.0,20,no_signal,,UNKNOWN,UNKNOWN,
33,3009.7093160507447,1870.0,0.0,5,direction,171.48,UNKNOWN,ACTIVE,171.48
33,3015.7093160507447,1870.0,0.0,9,no_signal,,UNKNOWN,UNKNOWN,
33,3021.7093160507447,1870.0,0.0,13,no_signal,,UNKNOWN,UNKNOWN,
33,3027.7093160507447,1870.0,0.0,14,no_signal,,UNKNOWN,UNKNOWN,
33,3033.7093160507447,1870.0,0.0,16,no_signal,,UNKNOWN,UNKNOWN,
34,3232.3059617874305,1619.4675050768997,-935.0000000000008,16,no_signal,,UNKNOWN,UNKNOWN,
34,3238.3059617874305,1619.4675050768997,-935.0000000000008,9,no_signal,,UNKNOWN,UNKNOWN,
34,3244.3059617874305,1619.4675050768997,-935.0000000000008,13,no_signal,,UNKNOWN,UNKNOWN,
34,3250.3059617874305,1619.4675050768997,-935.0000000000008,14,no_signal,,UNKNOWN,UNKNOWN,
34,3256.3059617874305,1619.4675050768997,-935.0000000000008,20,no_signal,,UNKNOWN,UNKNOWN,
35,3454.902607524116,935.0000000000002,-1619.4675050769001,20,no_signal,,UNKNOWN,UNKNOWN,
35,3460.902607524116,935.0000000000002,-1619.4675050769001,9,no_signal,,UNKNOWN,UNKNOWN,
35,3466.902607524116,935.0000000000002,-1619.4675050769001,13,no_signal,,UNKNOWN,UNKNOWN,
35,3472.902607524116,935.0000000000002,-1619.4675050769001,14,no_signal,,UNKNOWN,UNKNOWN,
35,3478.902607524116,935.0000000000002,-1619.4675050769001,16,no_signal,,UNKNOWN,UNKNOWN,
36,3677.4992532608017,-3.4351342716083257e-13,-1870.0,16,no_signal,,UNKNOWN,UNKNOWN,
36,3683.4992532608017,-3.4351342716083257e-13,-1870.0,9,direction,150.08,UNKNOWN,ACTIVE,150.08
37,3728.4992532608017,-173.34453821559558,-1770.2419373142097,9,direction,150.23,ACTIVE,ACTIVE,150.23
38,3773.4992532608017,-346.94964808822084,-1670.9380309151475,9,direction,151.42,ACTIVE,ACTIVE,151.42
39,3818.4992532608017,-522.5796514712763,-1575.260959933287,9,direction,150.2,ACTIVE,ACTIVE,150.2
40,3859.503944263432,-679.9235150950683,-1487.788947639011,9,direction,146.67,ACTIVE,ACTIVE,146.67
41,3868.7474564746803,-697.8519708102853,-1476.4419051678258,9,no_signal,,ACTIVE,ACTIVE,
42,3876.930090633117,-711.2983125966979,-1467.931623314437,9,no_signal,,ACTIVE,ACTIVE,
43,3883.521407712335,-718.0214834899043,-1463.6764823877425,9,no_signal,,ACTIVE,ACTIVE,
44,3889.317066251944,-721.3830689365075,-1461.5489119243953,9,no_signal,,ACTIVE,ACTIVE,
45,3894.7148955217485,-723.063861659809,-1460.4851266927217,9,no_signal,,ACTIVE,ACTIVE,
46,3900.112724791553,-724.7446543831106,-1459.421341461048,9,no_signal,,ACTIVE,ACTIVE,
47,3917.843261425299,-692.9183127987459,-1404.2965008178862,9,no_signal,,ACTIVE,ACTIVE,
48,3929.208529742172,-708.8314835909282,-1431.8589211394672,9,no_signal,,ACTIVE,ACTIVE,
49,3937.3911639006083,-716.7880689870194,-1445.6401313002575,9,no_signal,,ACTIVE,ACTIVE,
50,3943.9824809798265,-720.766361685065,-1452.5307363806528,9,no_signal,,ACTIVE,ACTIVE,
51,3949.7781395194356,-722.7555080340878,-1455.9760389208504,9,no_signal,,ACTIVE,ACTIVE,
52,3955.1759687892404,-723.7500812085992,-1457.6986901909493,9,no_signal,,ACTIVE,ACTIVE,
53,3972.7123259562104,-756.5709959674754,-1404.2965008178862,9,no_signal,,ACTIVE,ACTIVE,
54,3984.0775942730834,-740.657825175293,-1431.8589211394672,9,no_signal,,ACTIVE,ACTIVE,
58,4148.945657947701,-715.5537742151139,-829.2377086663797,8,direction,131.3,ACTIVE,ACTIVE,131.3
59,4193.945657947701,-847.5541078073013,-678.9848819656776,8,direction,130.97,ACTIVE,ACTIVE,130.97
60,4238.945657947701,-978.6868626203562,-527.9742842741936,8,direction,130.51,ACTIVE,ACTIVE,130.51
61,4269.517960511037,-1061.8851292031754,-430.88352829101814,8,direction,130.57,ACTIVE,ACTIVE,130.57
62,4289.872547907541,-1111.952275851534,-372.6824571718879,8,direction,129.01,ACTIVE,ACTIVE,129.01
63,4303.981141090195,-1140.893426163886,-337.51753768136484,8,direction,127.8,ACTIVE,ACTIVE,127.8
64,4311.4120917649925,-1153.0004761534597,-336.44172629807076,8,direction,123.25,ACTIVE,READY,123.25
66,4413.151806180274,-934.8203025303312,14.451013046655532,1,no_signal,,ACTIVE,ACTIVE,
67,4450.157207369806,-802.3010197615422,104.15765899341432,1,no_signal,,ACTIVE,ACTIVE,
68,4479.157207369806,-742.3010197615422,208.08070744754693,1,no_signal,,ACTIVE,ACTIVE,
69,4485.502773181621,-743.7900831374443,208.9571111900779,17,direction,116.54,ACTIVE,ACTIVE,116.54
70,4503.502571472078,-713.0455514494931,260.4804335458787,1,direction,108.39,ACTIVE,ACTIVE,108.39
71,4516.350664635984,-724.0945323594817,292.88922124904593,10,direction,101.79,ACTIVE,ACTIVE,101.79
72,4574.6195310062385,-538.8742994859275,477.26472158749783,12,direction,93.32,ACTIVE,ACTIVE,93.32
73,4619.6195310062385,-550.4568015820663,676.9290540186882,12,direction,91.7,ACTIVE,ACTIVE,91.7
74,4654.744691027161,-556.4276267819553,827.436465476022,12,direction,91.83,ACTIVE,ACTIVE,91.83
75,4677.776861751008,-559.9015909338086,917.5303670366789,12,direction,93.36,ACTIVE,ACTIVE,93.36
76,4693.852311143657,-562.6870296740528,972.8375167756832,12,direction,92.03,ACTIVE,ACTIVE,92.03
77,4705.456708014318,-564.2554183960075,1005.8222345620565,12,direction,92.06,ACTIVE,ACTIVE,92.06
78,4714.463104504106,-565.3182433957826,1025.8260023035239,12,direction,92.17,ACTIVE,ACTIVE,92.17
79,4722.630849394776,-566.1650444710225,1041.6420738843,12,direction,91.99,ACTIVE,ACTIVE,91.99
80,4730.157716762242,-566.824072475097,1054.2592110163473,12,direction,91.54,ACTIVE,ACTIVE,91.54
81,4737.144677630808,-567.2643516484643,1064.1842546726618,12,direction,92.46,ACTIVE,READY,92.46
83,4801.600132830282,-784.1450207748052,963.0051695541689,18,direction,141.7,ACTIVE,ACTIVE,141.7
84,4835.254865328287,-896.4477945027711,1051.9738684111944,18,direction,142.6,ACTIVE,ACTIVE,142.6
85,4857.173681077058,-963.5123730628812,1103.534516788381,18,direction,143.12,ACTIVE,ACTIVE,143.12
86,4872.2340463116925,-1003.6397512199972,1133.8671269397018,18,direction,141.45,ACTIVE,ACTIVE,141.45
87,4883.371924744747,-1027.8139835158456,1152.773350369574,18,direction,140.89,ACTIVE,ACTIVE,140.89
88,4892.073934362945,-1042.3368818806607,1164.2497306096968,18,direction,140.99,ACTIVE,ACTIVE,140.99
89,4899.297668704784,-1051.0530212941803,1171.152901931704,18,direction,142.45,ACTIVE,ACTIVE,142.45
90,4905.940008542854,-1057.4875951136305,1176.2546921424887,18,near,,ACTIVE,READY,
92,4986.41195058103,-1077.1397012673856,829.4513429839004,15,direction,186.42,ACTIVE,READY,186.42
94,5044.768155773968,-1064.0513306518894,726.9856421891052,17,direction,325.87,ACTIVE,ACTIVE,325.87
95,5058.7555512225845,-1026.9388521039216,701.6480049714808,17,direction,325.75,ACTIVE,ACTIVE,325.75
96,5069.1908727543205,-1004.5549600163286,686.2360168179418,17,direction,325.29,ACTIVE,READY,325.29
98,5105.681925406889,-893.2575634608745,699.7187740935815,10,direction,46.29,ACTIVE,READY,46.29
100,5160.580681878395,-839.238920263241,640.0528688825841,1,no_signal,,ACTIVE,ACTIVE,
101,5165.580681878395,-839.238920263241,640.0528688825841,1,no_signal,,ACTIVE,ACTIVE,
102,5170.580681878395,-839.238920263241,640.0528688825841,1,no_signal,,ACTIVE,ACTIVE,
103,5175.580681878395,-839.238920263241,640.0528688825841,1,no_signal,,ACTIVE,ACTIVE,
104,5180.580681878395,-839.238920263241,640.0528688825841,1,no_signal,,ACTIVE,ACTIVE,
105,5185.580681878395,-839.238920263241,640.0528688825841,1,no_signal,,ACTIVE,ACTIVE,
106,5190.580681878395,-839.238920263241,640.0528688825841,1,no_signal,,ACTIVE,ACTIVE,
107,5195.580681878395,-839.238920263241,640.0528688825841,1,no_signal,,ACTIVE,ACTIVE,
108,5200.580681878395,-839.238920263241,640.0528688825841,1,no_signal,,ACTIVE,ACTIVE,
109,5205.580681878395,-839.238920263241,640.0528688825841,1,no_signal,,ACTIVE,ACTIVE,
110,5210.580681878395,-839.238920263241,640.0528688825841,1,no_signal,,ACTIVE,ACTIVE,
111,5215.580681878395,-839.238920263241,640.0528688825841,1,no_signal,,ACTIVE,ACTIVE,
112,5220.580681878395,-839.238920263241,640.0528688825841,1,no_signal,,ACTIVE,ACTIVE,
113,5225.580681878395,-839.238920263241,640.0528688825841,1,no_signal,,ACTIVE,ACTIVE,
116,5475.336408191095,24.721866671982355,658.5371235936607,3,direction,30.52,ACTIVE,ACTIVE,30.52
117,5520.336408191095,197.01225540026172,760.1049430635026,3,direction,31.7,ACTIVE,READY,31.7
119,5710.55028897436,761.0449282535486,879.1364886574739,11,direction,270.73,ACTIVE,READY,270.73
121,5884.787621730729,893.7070279617933,78.30919553612782,4,direction,280.33,ACTIVE,ACTIVE,280.33
122,5929.787621730729,929.5704982786294,-118.44906095348793,4,direction,280.67,ACTIVE,ACTIVE,280.67
123,5974.787621730729,966.6009172988595,-314.99103628493253,4,direction,280.57,ACTIVE,ACTIVE,280.57
124,5980.787621730729,966.6009172988595,-314.99103628493253,2,direction,37.34,ACTIVE,ACTIVE,37.34
125,6025.787621730729,1125.6109627637925,-193.6823167251253,2,direction,35.77,ACTIVE,ACTIVE,35.77
126,6069.081617838222,1279.9391735156253,-80.35289947984639,2,direction,35.83,ACTIVE,ACTIVE,35.83
127,6097.438573722105,1374.2278214529545,-11.444731791313828,2,direction,36.17,ACTIVE,ACTIVE,36.17
128,6116.714884384906,1431.96591760028,30.527144588026722,2,direction,37.51,ACTIVE,ACTIVE,37.51
129,6129.458211150202,1463.075858980622,53.57382075109821,2,direction,38.0,ACTIVE,ACTIVE,38.0
130,6137.99525149994,1474.4143168436478,59.26185351237524,5,near,,ACTIVE,READY,
132,6158.311824271511,1505.2104937645313,94.21265739807863,19,no_signal,,ACTIVE,ACTIVE,
133,6167.970110657297,1520.6085822249731,111.68805934093032,19,no_signal,,ACTIVE,ACTIVE,
134,6175.299253850189,1528.3076264551942,120.42576031235618,19,no_signal,,ACTIVE,ACTIVE,
135,6181.463825446635,1532.1571485703046,124.7946107980691,19,no_signal,,ACTIVE,ACTIVE,
