virtual_time,x,y,action,channel,result
526.4663819166556,658.2382921538003,419.85339250746165,clear,7,success
532.4663819166556,658.2382921538003,419.85339250746165,measure,2,no_signal
538.4663819166556,658.2382921538003,419.85339250746165,measure,5,no_signal
544.4663819166556,658.2382921538003,419.85339250746165,measure,9,no_signal
550.4663819166556,658.2382921538003,419.85339250746165,measure,10,no_signal
556.4663819166556,658.2382921538003,419.85339250746165,measure,13,no_signal
562.4663819166556,658.2382921538003,419.85339250746165,measure,14,no_signal
568.4663819166556,658.2382921538003,419.85339250746165,measure,15,no_signal
574.4663819166556,658.2382921538003,419.85339250746165,measure,16,no_signal
580.4663819166556,658.2382921538003,419.85339250746165,measure,18,no_signal
586.4663819166556,658.2382921538003,419.85339250746165,measure,19,no_signal
592.4663819166556,658.2382921538003,419.85339250746165,measure,20,no_signal
660.9327638333111,917.6295349746149,245.8780928473947,measure,8,no_signal
666.9327638333111,917.6295349746149,245.8780928473947,measure,11,direction
672.9327638333111,917.6295349746149,245.8780928473947,measure,12,no_signal
678.9327638333111,917.6295349746149,245.8780928473947,measure,17,no_signal
783.284000972269,917.6295349746149,-245.87809284739464,measure,2,direction
789.284000972269,917.6295349746149,-245.87809284739464,measure,5,no_signal
795.284000972269,917.6295349746149,-245.87809284739464,measure,9,no_signal
801.284000972269,917.6295349746149,-245.87809284739464,measure,10,no_signal
807.284000972269,917.6295349746149,-245.87809284739464,measure,13,no_signal
813.284000972269,917.6295349746149,-245.87809284739464,measure,14,no_signal
819.284000972269,917.6295349746149,-245.87809284739464,measure,15,no_signal
825.284000972269,917.6295349746149,-245.87809284739464,measure,16,no_signal
831.284000972269,917.6295349746149,-245.87809284739464,measure,18,no_signal
837.284000972269,917.6295349746149,-245.87809284739464,measure,19,no_signal
843.284000972269,917.6295349746149,-245.87809284739464,measure,20,no_signal
946.635238111227,671.75144212722,-671.7514421272203,measure,20,no_signal
952.635238111227,671.75144212722,-671.7514421272203,measure,5,no_signal
958.635238111227,671.75144212722,-671.7514421272203,measure,9,no_signal
964.635238111227,671.75144212722,-671.7514421272203,measure,10,no_signal
970.635238111227,671.75144212722,-671.7514421272203,measure,13,no_signal
976.635238111227,671.75144212722,-671.7514421272203,measure,14,no_signal
982.635238111227,671.75144212722,-671.7514421272203,measure,15,no_signal
988.635238111227,671.75144212722,-671.7514421272203,measure,16,no_signal
994.635238111227,671.75144212722,-671.7514421272203,measure,18,no_signal
1000.635238111227,671.75144212722,-671.7514421272203,measure,19,no_signal
1103.9864752501849,245.87809284739427,-917.629534974615,measure,19,no_signal
1109.9864752501849,245.87809284739427,-917.629534974615,measure,5,no_signal
1115.9864752501849,245.87809284739427,-917.629534974615,measure,9,no_signal
1121.9864752501849,245.87809284739427,-917.629534974615,measure,10,no_signal
1127.9864752501849,245.87809284739427,-917.629534974615,measure,13,no_signal
1133.9864752501849,245.87809284739427,-917.629534974615,measure,14,no_signal
1139.9864752501849,245.87809284739427,-917.629534974615,measure,15,no_signal
1145.9864752501849,245.87809284739427,-917.629534974615,measure,16,no_signal
1151.9864752501849,245.87809284739427,-917.629534974615,measure,18,no_signal
1157.9864752501849,245.87809284739427,-917.629534974615,measure,20,no_signal
1261.3377123891426,-245.87809284739458,-917.6295349746149,measure,20,no_signal
1267.3377123891426,-245.87809284739458,-917.6295349746149,measure,5,no_signal
1273.3377123891426,-245.87809284739458,-917.6295349746149,measure,9,no_signal
1279.3377123891426,-245.87809284739458,-917.6295349746149,measure,10,no_signal
1285.3377123891426,-245.87809284739458,-917.6295349746149,measure,13,no_signal
1291.3377123891426,-245.87809284739458,-917.6295349746149,measure,14,no_signal
1297.3377123891426,-245.87809284739458,-917.6295349746149,measure,15,no_signal
1303.3377123891426,-245.87809284739458,-917.6295349746149,measure,16,no_signal
1309.3377123891426,-245.87809284739458,-917.6295349746149,measure,18,no_signal
1315.3377123891426,-245.87809284739458,-917.6295349746149,measure,19,no_signal
1418.6889495281005,-671.7514421272203,-671.7514421272201,measure,19,no_signal
1424.6889495281005,-671.7514421272203,-671.7514421272201,measure,5,no_signal
1430.6889495281005,-671.7514421272203,-671.7514421272201,measure,9,no_signal
1436.6889495281005,-671.7514421272203,-671.7514421272201,measure,10,no_signal
1442.6889495281005,-671.7514421272203,-671.7514421272201,measure,13,no_signal
1448.6889495281005,-671.7514421272203,-671.7514421272201,measure,14,no_signal
1454.6889495281005,-671.7514421272203,-671.7514421272201,measure,15,no_signal
1460.6889495281005,-671.7514421272203,-671.7514421272201,measure,16,no_signal
1466.6889495281005,-671.7514421272203,-671.7514421272201,measure,18,no_signal
1472.6889495281005,-671.7514421272203,-671.7514421272201,measure,20,no_signal
1576.0401866670584,-917.6295349746149,-245.87809284739475,measure,20,no_signal
1582.0401866670584,-917.6295349746149,-245.87809284739475,measure,5,no_signal
1588.0401866670584,-917.6295349746149,-245.87809284739475,measure,9,no_signal
1594.0401866670584,-917.6295349746149,-245.87809284739475,measure,10,direction
1600.0401866670584,-917.6295349746149,-245.87809284739475,measure,13,no_signal
1606.0401866670584,-917.6295349746149,-245.87809284739475,measure,14,no_signal
1612.0401866670584,-917.6295349746149,-245.87809284739475,measure,15,direction
1618.0401866670584,-917.6295349746149,-245.87809284739475,measure,16,no_signal
1624.0401866670584,-917.6295349746149,-245.87809284739475,measure,18,no_signal
1630.0401866670584,-917.6295349746149,-245.87809284739475,measure,19,no_signal
1733.3914238060163,-917.6295349746148,245.87809284739495,measure,19,no_signal
1739.3914238060163,-917.6295349746148,245.87809284739495,measure,5,no_signal
1745.3914238060163,-917.6295349746148,245.87809284739495,measure,9,no_signal
1751.3914238060163,-917.6295349746148,245.87809284739495,measure,13,no_signal
1757.3914238060163,-917.6295349746148,245.87809284739495,measure,14,no_signal
1763.3914238060163,-917.6295349746148,245.87809284739495,measure,16,no_signal
1769.3914238060163,-917.6295349746148,245.87809284739495,measure,18,direction
1775.3914238060163,-917.6295349746148,245.87809284739495,measure,20,no_signal
1878.7426609449742,-671.7514421272201,671.7514421272202,measure,20,no_signal
1884.7426609449742,-671.7514421272201,671.7514421272202,measure,5,no_signal
1890.7426609449742,-671.7514421272201,671.7514421272202,measure,9,no_signal
1896.7426609449742,-671.7514421272201,671.7514421272202,measure,13,no_signal
1902.7426609449742,-671.7514421272201,671.7514421272202,measure,14,no_signal
1908.7426609449742,-671.7514421272201,671.7514421272202,measure,16,no_signal
1914.7426609449742,-671.7514421272201,671.7514421272202,measure,19,no_signal
2018.0938980839321,-245.8780928473948,917.6295349746149,measure,19,no_signal
2024.0938980839321,-245.8780928473948,917.6295349746149,measure,5,no_signal
2030.0938980839321,-245.8780928473948,917.6295349746149,measure,9,no_signal
2036.0938980839321,-245.8780928473948,917.6295349746149,measure,13,no_signal
2042.0938980839321,-245.8780928473948,917.6295349746149,measure,14,no_signal
2048.093898083932,-245.8780928473948,917.6295349746149,measure,16,no_signal
2054.093898083932,-245.8780928473948,917.6295349746149,measure,20,no_signal
2157.44513522289,245.8780928473947,917.6295349746149,measure,20,no_signal
2163.44513522289,245.8780928473947,917.6295349746149,measure,5,no_signal
2169.44513522289,245.8780928473947,917.6295349746149,measure,9,no_signal
2175.44513522289,245.8780928473947,917.6295349746149,measure,13,no_signal
2181.44513522289,245.8780928473947,917.6295349746149,measure,14,no_signal
2187.44513522289,245.8780928473947,917.6295349746149,measure,16,no_signal
2193.44513522289,245.8780928473947,917.6295349746149,measure,19,no_signal
2296.7963723618477,671.7514421272202,671.7514421272202,measure,19,no_signal
2302.7963723618477,671.7514421272202,671.7514421272202,measure,5,no_signal
2308.7963723618477,671.7514421272202,671.7514421272202,measure,9,no_signal
2314.7963723618477,671.7514421272202,671.7514421272202,measure,13,no_signal
2320.7963723618477,671.7514421272202,671.7514421272202,measure,14,no_signal
2326.7963723618477,671.7514421272202,671.7514421272202,measure,16,no_signal
2332.7963723618477,671.7514421272202,671.7514421272202,measure,20,no_signal
2534.516024577374,935.0000000000002,1619.4675050769001,measure,20,no_signal
2540.516024577374,935.0000000000002,1619.4675050769001,measure,5,no_signal
2546.516024577374,935.0000000000002,1619.4675050769001,measure,9,no_signal
2552.516024577374,935.0000000000002,1619.4675050769001,measure,13,no_signal
2558.516024577374,935.0000000000002,1619.4675050769001,measure,14,no_signal
2564.516024577374,935.0000000000002,1619.4675050769001,measure,16,no_signal
2570.516024577374,935.0000000000002,1619.4675050769001,measure,19,no_signal
2769.1126703140594,1619.4675050769004,934.9999999999999,measure,19,direction
2775.1126703140594,1619.4675050769004,934.9999999999999,measure,5,no_signal
2781.1126703140594,1619.4675050769004,934.9999999999999,measure,9,no_signal
2787.1126703140594,1619.4675050769004,934.9999999999999,measure,13,no_signal
2793.1126703140594,1619.4675050769004,934.9999999999999,measure,14,no_signal
2799.1126703140594,1619.4675050769004,934.9999999999999,measure,16,no_signal
2805.1126703140594,1619.4675050769004,934.9999999999999,measure,20,no_signal
3003.7093160507447,1870.0,0.0,measure,20,no_signal
3009.7093160507447,1870.0,0.0,measure,5,direction
3015.7093160507447,1870.0,0.0,measure,9,no_signal
3021.7093160507447,1870.0,0.0,measure,13,no_signal
3027.7093160507447,1870.0,0.0,measure,14,no_signal
3033.7093160507447,1870.0,0.0,measure,16,no_signal
3232.3059617874305,1619.4675050768997,-935.0000000000008,measure,16,no_signal
3238.3059617874305,1619.4675050768997,-935.0000000000008,measure,9,no_signal
3244.3059617874305,1619.4675050768997,-935.0000000000008,measure,13,no_signal
3250.3059617874305,1619.4675050768997,-935.0000000000008,measure,14,no_signal
3256.3059617874305,1619.4675050768997,-935.0000000000008,measure,20,no_signal
3454.902607524116,935.0000000000002,-1619.4675050769001,measure,20,no_signal
3460.902607524116,935.0000000000002,-1619.4675050769001,measure,9,no_signal
3466.902607524116,935.0000000000002,-1619.4675050769001,measure,13,no_signal
3472.902607524116,935.0000000000002,-1619.4675050769001,measure,14,no_signal
3478.902607524116,935.0000000000002,-1619.4675050769001,measure,16,no_signal
3677.4992532608017,-3.4351342716083257e-13,-1870.0,measure,16,no_signal
3683.4992532608017,-3.4351342716083257e-13,-1870.0,measure,9,direction
3728.4992532608017,-173.34453821559558,-1770.2419373142097,measure,9,direction
3773.4992532608017,-346.94964808822084,-1670.9380309151475,measure,9,direction
3818.4992532608017,-522.5796514712763,-1575.260959933287,measure,9,direction
3859.503944263432,-679.9235150950683,-1487.788947639011,measure,9,direction
3868.7474564746803,-697.8519708102853,-1476.4419051678258,measure,9,no_signal
3876.930090633117,-711.2983125966979,-1467.931623314437,measure,9,no_signal
3883.521407712335,-718.0214834899043,-1463.6764823877425,measure,9,no_signal
3889.317066251944,-721.3830689365075,-1461.5489119243953,measure,9,no_signal
3894.7148955217485,-723.063861659809,-1460.4851266927217,measure,9,no_signal
3900.112724791553,-724.7446543831106,-1459.421341461048,measure,9,no_signal
3917.843261425299,-692.9183127987459,-1404.2965008178862,measure,9,no_signal
3929.208529742172,-708.8314835909282,-1431.8589211394672,measure,9,no_signal
3937.3911639006083,-716.7880689870194,-1445.6401313002575,measure,9,no_signal
3943.9824809798265,-720.766361685065,-1452.5307363806528,measure,9,no_signal
3949.7781395194356,-722.7555080340878,-1455.9760389208504,measure,9,no_signal
3955.1759687892404,-723.7500812085992,-1457.6986901909493,measure,9,no_signal
3972.7123259562104,-756.5709959674754,-1404.2965008178862,measure,9,no_signal
3984.0775942730834,-740.657825175293,-1431.8589211394672,measure,9,no_signal
3991.3545636369017,-754.9247775197769,-1447.7889476390121,clear,9,no_target_in_range
4001.282766867177,-720.2837613683993,-1447.7889476390121,clear,9,no_target_in_range
4013.2109700974524,-702.9632532927105,-1477.7889476390121,clear,9,success
4148.945657947701,-715.5537742151139,-829.2377086663797,measure,8,direction
4193.945657947701,-847.5541078073013,-678.9848819656776,measure,8,direction
4238.945657947701,-978.6868626203562,-527.9742842741936,measure,8,direction
4269.517960511037,-1061.8851292031754,-430.88352829101814,measure,8,direction
4289.872547907541,-1111.952275851534,-372.6824571718879,measure,8,direction
4303.981141090195,-1140.893426163886,-337.51753768136484,measure,8,direction
4311.4120917649925,-1153.0004761534597,-336.44172629807076,measure,8,direction
4329.099612629904,-1187.3395852991205,-283.1017298083685,clear,8,success
4413.151806180274,-934.8203025303312,14.451013046655532,measure,1,no_signal
4450.157207369806,-802.3010197615422,104.15765899341432,measure,1,no_signal
4479.157207369806,-742.3010197615422,208.08070744754693,measure,1,no_signal
4485.502773181621,-743.7900831374443,208.9571111900779,measure,17,direction
4503.502571472078,-713.0455514494931,260.4804335458787,measure,1,direction
4516.350664635984,-724.0945323594817,292.88922124904593,measure,10,direction
4574.6195310062385,-538.8742994859275,477.26472158749783,measure,12,direction
4619.6195310062385,-550.4568015820663,676.9290540186882,measure,12,direction
4654.744691027161,-556.4276267819553,827.436465476022,measure,12,direction
4677.776861751008,-559.9015909338086,917.5303670366789,measure,12,direction
4693.852311143657,-562.6870296740528,972.8375167756832,measure,12,direction
4705.456708014318,-564.2554183960075,1005.8222345620565,measure,12,direction
4714.463104504106,-565.3182433957826,1025.8260023035239,measure,12,direction
4722.630849394776,-566.1650444710225,1041.6420738843,measure,12,direction
4730.157716762242,-566.824072475097,1054.2592110163473,measure,12,direction
4737.144677630808,-567.2643516484643,1064.1842546726618,measure,12,direction
4746.092521105067,-568.139131463673,1083.9040787770039,clear,12,success
4801.600132830282,-784.1450207748052,963.0051695541689,measure,18,direction
4835.254865328287,-896.4477945027711,1051.9738684111944,measure,18,direction
4857.173681077058,-963.5123730628812,1103.534516788381,measure,18,direction
4872.2340463116925,-1003.6397512199972,1133.8671269397018,measure,18,direction
4883.371924744747,-1027.8139835158456,1152.773350369574,measure,18,direction
4892.073934362945,-1042.3368818806607,1164.2497306096968,measure,18,direction
4899.297668704784,-1051.0530212941803,1171.152901931704,measure,18,direction
4905.940008542854,-1057.4875951136305,1176.2546921424887,measure,18,near
4910.940008542854,-1057.4875951136305,1176.2546921424887,clear,18,success
4986.41195058103,-1077.1397012673856,829.4513429839004,measure,15,direction
5010.315992496215,-1171.2373160858679,820.523358679004,clear,15,success
5044.768155773968,-1064.0513306518894,726.9856421891052,measure,17,direction
5058.7555512225845,-1026.9388521039216,701.6480049714808,measure,17,direction
5069.1908727543205,-1004.5549600163286,686.2360168179418,measure,17,direction
5082.403839664119,-971.1493287160645,662.3532943188875,clear,17,success
5105.681925406889,-893.2575634608745,699.7187740935815,measure,10,direction
5129.076387694738,-830.8738550547394,767.2996811382196,clear,10,success
5160.580681878395,-839.238920263241,640.0528688825841,measure,1,no_signal
5165.580681878395,-839.238920263241,640.0528688825841,measure,1,no_signal
5170.580681878395,-839.238920263241,640.0528688825841,measure,1,no_signal
5175.580681878395,-839.238920263241,640.0528688825841,measure,1,no_signal
5180.580681878395,-839.238920263241,640.0528688825841,measure,1,no_signal
5185.580681878395,-839.238920263241,640.0528688825841,measure,1,no_signal
5190.580681878395,-839.238920263241,640.0528688825841,measure,1,no_signal
5195.580681878395,-839.238920263241,640.0528688825841,measure,1,no_signal
5200.580681878395,-839.238920263241,640.0528688825841,measure,1,no_signal
5205.580681878395,-839.238920263241,640.0528688825841,measure,1,no_signal
5210.580681878395,-839.238920263241,640.0528688825841,measure,1,no_signal
5215.580681878395,-839.238920263241,640.0528688825841,measure,1,no_signal
5220.580681878395,-839.238920263241,640.0528688825841,measure,1,no_signal
5225.580681878395,-839.238920263241,640.0528688825841,measure,1,no_signal
5294.525170782774,-747.6521869359259,323.30571309436635,clear,1,no_target_in_range
5306.453374013049,-730.331678860237,353.30571309436635,clear,1,success
5475.336408191095,24.721866671982355,658.5371235936607,measure,3,direction
5520.336408191095,197.01225540026172,760.1049430635026,measure,3,direction
5658.936281941774,767.8128913850646,1107.1060822752895,clear,3,success
5710.55028897436,761.0449282535486,879.1364886574739,measure,11,direction
5760.800685886558,759.9787448407767,652.8870162366151,clear,11,success
5884.787621730729,893.7070279617933,78.30919553612782,measure,4,direction
5929.787621730729,929.5704982786294,-118.44906095348793,measure,4,direction
5974.787621730729,966.6009172988595,-314.99103628493253,measure,4,direction
5980.787621730729,966.6009172988595,-314.99103628493253,measure,2,direction
6025.787621730729,1125.6109627637925,-193.6823167251253,measure,2,direction
6069.081617838222,1279.9391735156253,-80.35289947984639,measure,2,direction
6097.438573722105,1374.2278214529545,-11.444731791313828,measure,2,direction
6116.714884384906,1431.96591760028,30.527144588026722,measure,2,direction
6129.458211150202,1463.075858980622,53.57382075109821,measure,2,direction
6137.99525149994,1474.4143168436478,59.26185351237524,measure,5,near
6142.99525149994,1474.4143168436478,59.26185351237524,clear,5,success
6158.311824271511,1505.2104937645313,94.21265739807863,measure,19,no_signal
6167.970110657297,1520.6085822249731,111.68805934093032,measure,19,no_signal
6175.299253850189,1528.3076264551942,120.42576031235618,measure,19,no_signal
6181.463825446635,1532.1571485703046,124.7946107980691,measure,19,no_signal
6187.046111244858,1534.0819096278597,126.97903604092556,measure,19,no_signal
6192.33725414397,1535.0442901566373,128.0712486623538,measure,19,no_signal
6197.628397043082,1536.006670685415,129.16346128378203,measure,19,no_signal
6250.628397043082,1416.006670685415,-78.6826356244832,measure,19,no_signal
6279.628397043082,1476.006670685415,25.240412829649415,measure,19,no_signal
6296.628397043082,1506.006670685415,77.20193705671572,measure,19,no_signal
6307.628397043082,1521.006670685415,103.18269917024887,measure,19,no_signal
6315.628397043082,1528.506670685415,116.17308022701545,measure,19,no_signal
6322.128397043082,1532.256670685415,122.66827075539874,measure,19,no_signal
6327.878397043082,1534.131670685415,125.91586601959038,measure,19,no_signal
6472.534402028101,1601.212928523051,831.0120995613739,clear,19,no_target_in_range
6482.462605258376,1618.5334365987396,801.0120995613739,clear,19,no_target_in_range
6494.390808488652,1601.212928523051,771.0120995613739,clear,19,success
6568.367168527836,1560.4051614261311,433.58897609621505,measure,2,no_signal
6607.355348547428,1540.0012778776713,264.8774143636356,measure,2,no_signal
6629.349438557224,1529.7993361034414,180.52163349734587,measure,2,no_signal
6641.154137142126,1562.0609722474364,169.71492705658176,measure,2,no_signal
6654.646852725771,1540.829183288324,132.94038984381893,measure,2,no_signal
6663.893210517594,1530.2132888087676,114.55312123743754,measure,2,no_signal
6671.016389413505,1524.9053415689896,105.35948693424683,measure,2,no_signal
6677.077978861461,1522.2513679491005,100.76266978265149,measure,2,no_signal
6682.608773585439,1520.9243811391561,98.46426120685382,measure,2,no_signal
6687.874170947428,1520.2608877341838,97.31505691895498,measure,2,no_signal
6693.139568309417,1519.5973943292115,96.16585263105614,measure,2,no_signal
6702.385926101239,1502.6409337246346,83.38824306706876,measure,2,direction
6707.385926101239,1502.6409337246346,83.38824306706876,clear,2,success
6761.049497344026,1267.3281526056437,121.11483358954436,measure,6,direction
6807.405803615159,1061.9045947764034,144.77415730284096,clear,6,success
6917.672827929265,1073.2593572141218,-376.437295327413,measure,4,direction
6962.672827929265,1080.3439115557246,-576.3117786657843,measure,4,direction
6998.8460013276,1082.8294002650325,-732.157827184645,measure,4,direction
7022.549905366601,1084.3206934906173,-825.6654562959615,measure,4,direction
7038.850097798775,1085.3310414208177,-882.1573842340676,measure,4,direction
7050.9374380021545,1086.250400781274,-917.582157448972,measure,4,direction
7060.688448649531,1086.6442564327333,-941.3339454240479,measure,4,direction
7069.097323365806,1086.6293824127245,-958.3783125154081,measure,4,direction
7076.77470006302,1086.0244474320154,-971.7515209239659,clear,4,success
7076.77470006302,1086.0244474320154,-971.7515209239659,exit,,
