step,virtual_time,channel,n_no_signal,n_certified_cells,n_certified_cells_raw
22,1157.9864752501849,1,1,0,0
22,1157.9864752501849,2,3,0,0
22,1157.9864752501849,3,1,0,0
22,1157.9864752501849,4,1,0,0
22,1157.9864752501849,5,6,0,0
22,1157.9864752501849,8,1,0,0
22,1157.9864752501849,9,6,0,0
22,1157.9864752501849,10,6,0,0
22,1157.9864752501849,12,1,0,0
22,1157.9864752501849,13,6,0,0
22,1157.9864752501849,14,6,0,0
22,1157.9864752501849,15,6,0,0
22,1157.9864752501849,16,6,0,0
22,1157.9864752501849,17,1,0,0
22,1157.9864752501849,18,6,0,0
22,1157.9864752501849,19,6,0,0
22,1157.9864752501849,20,6,0,0
23,1315.3377123891426,1,1,0,0
23,1315.3377123891426,2,3,0,0
23,1315.3377123891426,3,1,0,0
23,1315.3377123891426,4,1,0,0
23,1315.3377123891426,5,7,0,0
23,1315.3377123891426,8,1,0,0
23,1315.3377123891426,9,7,0,0
23,1315.3377123891426,10,7,0,0
23,1315.3377123891426,12,1,0,0
23,1315.3377123891426,13,7,0,0
23,1315.3377123891426,14,7,0,0
23,1315.3377123891426,15,7,0,0
23,1315.3377123891426,16,7,0,0
23,1315.3377123891426,17,1,0,0
23,1315.3377123891426,18,7,0,0
23,1315.3377123891426,19,7,0,0
23,1315.3377123891426,20,7,0,0
24,1472.6889495281005,1,1,0,0
24,1472.6889495281005,2,3,0,0
24,1472.6889495281005,3,1,0,0
24,1472.6889495281005,4,1,0,0
24,1472.6889495281005,5,8,0,0
24,1472.6889495281005,8,1,0,0
24,1472.6889495281005,9,8,0,0
24,1472.6889495281005,10,8,0,0
24,1472.6889495281005,12,1,0,0
24,1472.6889495281005,13,8,0,0
24,1472.6889495281005,14,8,0,0
24,1472.6889495281005,15,8,0,0
24,1472.6889495281005,16,8,0,0
24,1472.6889495281005,17,1,0,0
24,1472.6889495281005,18,8,0,0
24,1472.6889495281005,19,8,0,0
24,1472.6889495281005,20,8,0,0
25,1630.0401866670584,1,1,0,0
25,1630.0401866670584,2,3,0,0
25,1630.0401866670584,3,1,0,0
25,1630.0401866670584,4,1,0,0
25,1630.0401866670584,5,9,0,0
25,1630.0401866670584,8,1,0,0
25,1630.0401866670584,9,9,0,0
25,1630.0401866670584,10,8,0,0
25,1630.0401866670584,12,1,0,0
25,1630.0401866670584,13,9,0,0
25,1630.0401866670584,14,9,0,0
25,1630.0401866670584,15,8,0,0
25,1630.0401866670584,16,9,0,0
25,1630.0401866670584,17,1,0,0
25,1630.0401866670584,18,9,0,0
25,1630.0401866670584,19,9,0,0
25,1630.0401866670584,20,9,0,0
26,1775.3914238060163,1,1,0,0
26,1775.3914238060163,2,3,0,0
26,1775.3914238060163,3,1,0,0
26,1775.3914238060163,4,1,0,0
26,1775.3914238060163,5,10,0,0
26,1775.3914238060163,8,1,0,0
26,1775.3914238060163,9,10,0,0
26,1775.3914238060163,10,8,0,0
26,1775.3914238060163,12,1,0,0
26,1775.3914238060163,13,10,0,0
26,1775.3914238060163,14,10,0,0
26,1775.3914238060163,15,8,0,0
26,1775.3914238060163,16,10,0,0
26,1775.3914238060163,17,1,0,0
26,1775.3914238060163,18,9,0,0
26,1775.3914238060163,19,10,0,0
26,1775.3914238060163,20,10,0,0
27,1914.7426609449742,1,1,0,0
27,1914.7426609449742,2,3,0,0
27,1914.7426609449742,3,1,0,0
27,1914.7426609449742,4,1,0,0
27,1914.7426609449742,5,11,0,0
27,1914.7426609449742,8,1,0,0
27,1914.7426609449742,9,11,0,0
27,1914.7426609449742,10,8,0,0
27,1914.7426609449742,12,1,0,0
27,1914.7426609449742,13,11,0,0
27,1914.7426609449742,14,11,0,0
27,1914.7426609449742,15,8,0,0
27,1914.7426609449742,16,11,0,0
27,1914.7426609449742,17,1,0,0
27,1914.7426609449742,18,9,0,0
27,1914.7426609449742,19,11,0,0
27,1914.7426609449742,20,11,0,0
28,2054.093898083932,1,1,0,0
28,2054.093898083932,2,3,0,0
28,2054.093898083932,3,1,0,0
28,2054.093898083932,4,1,0,0
28,2054.093898083932,5,12,0,0
28,2054.093898083932,8,1,0,0
28,2054.093898083932,9,12,0,0
28,2054.093898083932,10,8,0,0
28,2054.093898083932,12,1,0,0
28,2054.093898083932,13,12,0,0
28,2054.093898083932,14,12,0,0
28,2054.093898083932,15,8,0,0
28,2054.093898083932,16,12,0,0
28,2054.093898083932,17,1,0,0
28,2054.093898083932,18,9,0,0
28,2054.093898083932,19,12,0,0
28,2054.093898083932,20,12,0,0
29,2193.44513522289,1,1,0,0
29,2193.44513522289,2,3,0,0
29,2193.44513522289,3,1,0,0
29,2193.44513522289,4,1,0,0
29,2193.44513522289,5,13,0,0
29,2193.44513522289,8,1,0,0
29,2193.44513522289,9,13,0,0
29,2193.44513522289,10,8,0,0
29,2193.44513522289,12,1,0,0
29,2193.44513522289,13,13,0,0
29,2193.44513522289,14,13,0,0
29,2193.44513522289,15,8,0,0
29,2193.44513522289,16,13,0,0
29,2193.44513522289,17,1,0,0
29,2193.44513522289,18,9,0,0
29,2193.44513522289,19,13,0,0
29,2193.44513522289,20,13,0,0
30,2332.7963723618477,1,1,0,0
30,2332.7963723618477,2,3,0,0
30,2332.7963723618477,3,1,0,0
30,2332.7963723618477,4,1,0,0
30,2332.7963723618477,5,14,0,0
30,2332.7963723618477,8,1,0,0
30,2332.7963723618477,9,14,0,0
30,2332.7963723618477,10,8,0,0
30,2332.7963723618477,12,1,0,0
30,2332.7963723618477,13,14,0,0
30,2332.7963723618477,14,14,0,0
30,2332.7963723618477,15,8,0,0
30,2332.7963723618477,16,14,0,0
30,2332.7963723618477,17,1,0,0
30,2332.7963723618477,18,9,0,0
30,2332.7963723618477,19,14,0,0
30,2332.7963723618477,20,14,0,0
31,2570.516024577374,1,1,0,0
31,2570.516024577374,2,3,0,0
31,2570.516024577374,3,1,0,0
31,2570.516024577374,4,1,0,0
31,2570.516024577374,5,15,0,0
31,2570.516024577374,8,1,0,0
31,2570.516024577374,9,15,0,0
31,2570.516024577374,10,8,0,0
31,2570.516024577374,12,1,0,0
31,2570.516024577374,13,15,0,0
31,2570.516024577374,14,15,0,0
31,2570.516024577374,15,8,0,0
31,2570.516024577374,16,15,0,0
31,2570.516024577374,17,1,0,0
31,2570.516024577374,18,9,0,0
31,2570.516024577374,19,14,0,0
31,2570.516024577374,20,15,0,0
32,2800.1126703140594,1,1,0,0
32,2800.1126703140594,2,3,0,0
32,2800.1126703140594,3,1,0,0
32,2800.1126703140594,4,1,0,0
32,2800.1126703140594,5,15,0,0
32,2800.1126703140594,8,1,0,0
32,2800.1126703140594,9,16,0,0
32,2800.1126703140594,10,8,0,0
32,2800.1126703140594,12,1,0,0
32,2800.1126703140594,13,16,0,0
32,2800.1126703140594,14,16,0,0
32,2800.1126703140594,15,8,0,0
32,2800.1126703140594,16,16,0,0
32,2800.1126703140594,17,1,0,0
32,2800.1126703140594,18,9,0,0
32,2800.1126703140594,19,14,0,0
32,2800.1126703140594,20,16,0,0
33,3022.709316050745,1,1,0,0
33,3022.709316050745,2,3,0,0
33,3022.709316050745,3,1,0,0
33,3022.709316050745,4,1,0,0
33,3022.709316050745,5,15,0,0
33,3022.709316050745,8,1,0,0
33,3022.709316050745,9,17,0,0
33,3022.709316050745,10,8,0,0
33,3022.709316050745,12,1,0,0
33,3022.709316050745,13,17,0,0
33,3022.709316050745,14,17,0,0
33,3022.709316050745,15,8,0,0
33,3022.709316050745,16,17,0,0
33,3022.709316050745,17,1,0,0
33,3022.709316050745,18,9,0,0
33,3022.709316050745,19,14,0,0
33,3022.709316050745,20,17,0,0
34,3245.3059617874305,1,1,0,0
34,3245.3059617874305,2,3,0,0
34,3245.3059617874305,3,1,0,0
34,3245.3059617874305,4,1,0,0
34,3245.3059617874305,5,15,0,0
34,3245.3059617874305,8,1,0,0
34,3245.3059617874305,9,18,0,0
34,3245.3059617874305,10,8,0,0
34,3245.3059617874305,12,1,0,0
34,3245.3059617874305,13,18,0,0
34,3245.3059617874305,14,18,0,0
34,3245.3059617874305,15,8,0,0
34,3245.3059617874305,16,18,0,0
34,3245.3059617874305,17,1,0,0
34,3245.3059617874305,18,9,0,0
34,3245.3059617874305,19,14,0,0
34,3245.3059617874305,20,18,0,0
35,3449.9026075241163,1,1,0,0
35,3449.9026075241163,2,3,0,0
35,3449.9026075241163,3,1,0,0
35,3449.9026075241163,4,1,0,0
35,3449.9026075241163,5,15,0,0
35,3449.9026075241163,8,1,0,0
35,3449.9026075241163,9,18,0,0
35,3449.9026075241163,10,8,0,0
35,3449.9026075241163,12,1,0,0
35,3449.9026075241163,13,18,0,0
35,3449.9026075241163,14,18,0,0
35,3449.9026075241163,15,8,0,0
35,3449.9026075241163,16,18,0,0
35,3449.9026075241163,17,1,0,0
35,3449.9026075241163,18,9,0,0
35,3449.9026075241163,19,14,0,0
35,3449.9026075241163,20,19,0,0
36,3494.9026075241163,1,1,0,0
36,3494.9026075241163,2,3,0,0
36,3494.9026075241163,3,1,0,0
36,3494.9026075241163,4,1,0,0
36,3494.9026075241163,5,15,0,0
36,3494.9026075241163,8,1,0,0
36,3494.9026075241163,9,18,0,0
36,3494.9026075241163,10,8,0,0
36,3494.9026075241163,12,1,0,0
36,3494.9026075241163,13,18,0,0
36,3494.9026075241163,14,18,0,0
36,3494.9026075241163,15,8,0,0
36,3494.9026075241163,16,18,0,0
36,3494.9026075241163,17,1,0,0
36,3494.9026075241163,18,9,0,0
36,3494.9026075241163,19,14,0,0
36,3494.9026075241163,20,19,0,0
37,3539.9026075241163,1,1,0,0
37,3539.9026075241163,2,3,0,0
37,3539.9026075241163,3,1,0,0
37,3539.9026075241163,4,1,0,0
37,3539.9026075241163,5,15,0,0
37,3539.9026075241163,8,1,0,0
37,3539.9026075241163,9,18,0,0
37,3539.9026075241163,10,8,0,0
37,3539.9026075241163,12,1,0,0
37,3539.9026075241163,13,18,0,0
37,3539.9026075241163,14,18,0,0
37,3539.9026075241163,15,8,0,0
37,3539.9026075241163,16,18,0,0
37,3539.9026075241163,17,1,0,0
37,3539.9026075241163,18,9,0,0
37,3539.9026075241163,19,14,0,0
37,3539.9026075241163,20,19,0,0
38,3584.9026075241163,1,1,0,0
38,3584.9026075241163,2,3,0,0
38,3584.9026075241163,3,1,0,0
38,3584.9026075241163,4,1,0,0
38,3584.9026075241163,5,15,0,0
38,3584.9026075241163,8,1,0,0
38,3584.9026075241163,9,18,0,0
38,3584.9026075241163,10,8,0,0
38,3584.9026075241163,12,1,0,0
38,3584.9026075241163,13,18,0,0
38,3584.9026075241163,14,18,0,0
38,3584.9026075241163,15,8,0,0
38,3584.9026075241163,16,18,0,0
38,3584.9026075241163,17,1,0,0
38,3584.9026075241163,18,9,0,0
38,3584.9026075241163,19,14,0,0
38,3584.9026075241163,20,19,0,0
39,3625.9072985267467,1,1,0,0
39,3625.9072985267467,2,3,0,0
39,3625.9072985267467,3,1,0,0
39,3625.9072985267467,4,1,0,0
39,3625.9072985267467,5,15,0,0
39,3625.9072985267467,8,1,0,0
39,3625.9072985267467,9,18,0,0
39,3625.9072985267467,10,8,0,0
39,3625.9072985267467,12,1,0,0
39,3625.9072985267467,13,18,0,0
39,3625.9072985267467,14,18,0,0
39,3625.9072985267467,15,8,0,0
39,3625.9072985267467,16,18,0,0
39,3625.9072985267467,17,1,0,0
39,3625.9072985267467,18,9,0,0
39,3625.9072985267467,19,14,0,0
39,3625.9072985267467,20,19,0,0
40,3635.150810737995,1,1,0,0
40,3635.150810737995,2,3,0,0
40,3635.150810737995,3,1,0,0
40,3635.150810737995,4,1,0,0
40,3635.150810737995,5,15,0,0
40,3635.150810737995,8,1,0,0
40,3635.150810737995,9,19,0,0
40,3635.150810737995,10,8,0,0
40,3635.150810737995,12,1,0,0
40,3635.150810737995,13,18,0,0
40,3635.150810737995,14,18,0,0
40,3635.150810737995,15,8,0,0
40,3635.150810737995,16,18,0,0
40,3635.150810737995,17,1,0,0
40,3635.150810737995,18,9,0,0
40,3635.150810737995,19,14,0,0
40,3635.150810737995,20,19,0,0
41,3643.3334448964315,1,1,0,0
41,3643.3334448964315,2,3,0,0
41,3643.3334448964315,3,1,0,0
41,3643.3334448964315,4,1,0,0
41,3643.3334448964315,5,15,0,0
41,3643.3334448964315,8,1,0,0
41,3643.3334448964315,9,20,0,0
41,3643.3334448964315,10,8,0,0
41,3643.3334448964315,12,1,0,0
41,3643.3334448964315,13,18,0,0
41,3643.3334448964315,14,18,0,0
41,3643.3334448964315,15,8,0,0
41,3643.3334448964315,16,18,0,0
41,3643.3334448964315,17,1,0,0
41,3643.3334448964315,18,9,0,0
41,3643.3334448964315,19,14,0,0
41,3643.3334448964315,20,19,0,0
42,3649.9247619756497,1,1,0,0
42,3649.9247619756497,2,3,0,0
42,3649.9247619756497,3,1,0,0
42,3649.9247619756497,4,1,0,0
42,3649.9247619756497,5,15,0,0
42,3649.9247619756497,8,1,0,0
42,3649.9247619756497,9,21,0,0
42,3649.9247619756497,10,8,0,0
42,3649.9247619756497,12,1,0,0
42,3649.9247619756497,13,18,0,0
42,3649.9247619756497,14,18,0,0
42,3649.9247619756497,15,8,0,0
42,3649.9247619756497,16,18,0,0
42,3649.9247619756497,17,1,0,0
42,3649.9247619756497,18,9,0,0
42,3649.9247619756497,19,14,0,0
42,3649.9247619756497,20,19,0,0
43,3655.720420515259,1,1,0,0
43,3655.720420515259,2,3,0,0
43,3655.720420515259,3,1,0,0
43,3655.720420515259,4,1,0,0
43,3655.720420515259,5,15,0,0
43,3655.720420515259,8,1,0,0
43,3655.720420515259,9,22,0,0
43,3655.720420515259,10,8,0,0
43,3655.720420515259,12,1,0,0
43,3655.720420515259,13,18,0,0
43,3655.720420515259,14,18,0,0
43,3655.720420515259,15,8,0,0
43,3655.720420515259,16,18,0,0
43,3655.720420515259,17,1,0,0
43,3655.720420515259,18,9,0,0
43,3655.720420515259,19,14,0,0
43,3655.720420515259,20,19,0,0
44,3661.118249785063,1,1,0,0
44,3661.118249785063,2,3,0,0
44,3661.118249785063,3,1,0,0
44,3661.118249785063,4,1,0,0
44,3661.118249785063,5,15,0,0
44,3661.118249785063,8,1,0,0
44,3661.118249785063,9,23,0,0
44,3661.118249785063,10,8,0,0
44,3661.118249785063,12,1,0,0
44,3661.118249785063,13,18,0,0
44,3661.118249785063,14,18,0,0
44,3661.118249785063,15,8,0,0
44,3661.118249785063,16,18,0,0
44,3661.118249785063,17,1,0,0
44,3661.118249785063,18,9,0,0
44,3661.118249785063,19,14,0,0
44,3661.118249785063,20,19,0,0
45,3666.5160790548675,1,1,0,0
45,3666.5160790548675,2,3,0,0
45,3666.5160790548675,3,1,0,0
45,3666.5160790548675,4,1,0,0
45,3666.5160790548675,5,15,0,0
45,3666.5160790548675,8,1,0,0
45,3666.5160790548675,9,24,0,0
45,3666.5160790548675,10,8,0,0
45,3666.5160790548675,12,1,0,0
45,3666.5160790548675,13,18,0,0
45,3666.5160790548675,14,18,0,0
45,3666.5160790548675,15,8,0,0
45,3666.5160790548675,16,18,0,0
45,3666.5160790548675,17,1,0,0
45,3666.5160790548675,18,9,0,0
45,3666.5160790548675,19,14,0,0
45,3666.5160790548675,20,19,0,0
46,3684.2466156886135,1,1,0,0
46,3684.2466156886135,2,3,0,0
46,3684.2466156886135,3,1,0,0
46,3684.2466156886135,4,1,0,0
46,3684.2466156886135,5,15,0,0
46,3684.2466156886135,8,1,0,0
46,3684.2466156886135,9,25,0,0
46,3684.2466156886135,10,8,0,0
46,3684.2466156886135,12,1,0,0
46,3684.2466156886135,13,18,0,0
46,3684.2466156886135,14,18,0,0
46,3684.2466156886135,15,8,0,0
46,3684.2466156886135,16,18,0,0
46,3684.2466156886135,17,1,0,0
46,3684.2466156886135,18,9,0,0
46,3684.2466156886135,19,14,0,0
46,3684.2466156886135,20,19,0,0
47,3695.6118840054864,1,1,0,0
47,3695.6118840054864,2,3,0,0
47,3695.6118840054864,3,1,0,0
47,3695.6118840054864,4,1,0,0
47,3695.6118840054864,5,15,0,0
47,3695.6118840054864,8,1,0,0
47,3695.6118840054864,9,26,0,0
47,3695.6118840054864,10,8,0,0
47,3695.6118840054864,12,1,0,0
47,3695.6118840054864,13,18,0,0
47,3695.6118840054864,14,18,0,0
47,3695.6118840054864,15,8,0,0
47,3695.6118840054864,16,18,0,0
47,3695.6118840054864,17,1,0,0
47,3695.6118840054864,18,9,0,0
47,3695.6118840054864,19,14,0,0
47,3695.6118840054864,20,19,0,0
48,3703.794518163923,1,1,0,0
48,3703.794518163923,2,3,0,0
48,3703.794518163923,3,1,0,0
48,3703.794518163923,4,1,0,0
48,3703.794518163923,5,15,0,0
48,3703.794518163923,8,1,0,0
48,3703.794518163923,9,27,0,0
48,3703.794518163923,10,8,0,0
48,3703.794518163923,12,1,0,0
48,3703.794518163923,13,18,0,0
48,3703.794518163923,14,18,0,0
48,3703.794518163923,15,8,0,0
48,3703.794518163923,16,18,0,0
48,3703.794518163923,17,1,0,0
48,3703.794518163923,18,9,0,0
48,3703.794518163923,19,14,0,0
48,3703.794518163923,20,19,0,0
49,3710.385835243141,1,1,0,0
49,3710.385835243141,2,3,0,0
49,3710.385835243141,3,1,0,0
49,3710.385835243141,4,1,0,0
49,3710.385835243141,5,15,0,0
49,3710.385835243141,8,1,0,0
49,3710.385835243141,9,28,0,0
49,3710.385835243141,10,8,0,0
49,3710.385835243141,12,1,0,0
49,3710.385835243141,13,18,0,0
49,3710.385835243141,14,18,0,0
49,3710.385835243141,15,8,0,0
49,3710.385835243141,16,18,0,0
49,3710.385835243141,17,1,0,0
49,3710.385835243141,18,9,0,0
49,3710.385835243141,19,14,0,0
49,3710.385835243141,20,19,0,0
50,3716.1814937827503,1,1,0,0
50,3716.1814937827503,2,3,0,0
50,3716.1814937827503,3,1,0,0
50,3716.1814937827503,4,1,0,0
50,3716.1814937827503,5,15,0,0
50,3716.1814937827503,8,1,0,0
50,3716.1814937827503,9,29,0,0
50,3716.1814937827503,10,8,0,0
50,3716.1814937827503,12,1,0,0
50,3716.1814937827503,13,18,0,0
50,3716.1814937827503,14,18,0,0
50,3716.1814937827503,15,8,0,0
50,3716.1814937827503,16,18,0,0
50,3716.1814937827503,17,1,0,0
50,3716.1814937827503,18,9,0,0
50,3716.1814937827503,19,14,0,0
50,3716.1814937827503,20,19,0,0
51,3721.579323052555,1,1,0,0
51,3721.579323052555,2,3,0,0
51,3721.579323052555,3,1,0,0
51,3721.579323052555,4,1,0,0
51,3721.579323052555,5,15,0,0
51,3721.579323052555,8,1,0,0
