step,virtual_time,x,y,channel,result,bearing_deg,status_before,status_after,svd_deg
12,2446.290304,-724.4563128193042,-339.0776894416567,11,direction,268.98,ACTIVE,READY,268.98
12,2452.290304,-724.4563128193042,-339.0776894416567,12,no_signal,,UNKNOWN,UNKNOWN,
12,2458.290304,-724.4563128193042,-339.0776894416567,13,no_signal,,UNKNOWN,UNKNOWN,
12,2464.290304,-724.4563128193042,-339.0776894416567,14,direction,317.92,ACTIVE,READY,317.92
12,2470.290304,-724.4563128193042,-339.0776894416567,15,no_signal,,UNKNOWN,UNKNOWN,
12,2476.290304,-724.4563128193042,-339.0776894416567,17,no_signal,,UNKNOWN,UNKNOWN,
12,2482.290304,-724.4563128193042,-339.0776894416567,19,no_signal,,UNKNOWN,UNKNOWN,
13,2685.944385,-621.2278872924286,623.6743395608909,19,no_signal,,UNKNOWN,UNKNOWN,
13,2691.944385,-621.2278872924286,623.6743395608909,1,no_signal,,UNKNOWN,UNKNOWN,
13,2697.944385,-621.2278872924286,623.6743395608909,4,no_signal,,ACTIVE,ACTIVE,
13,2703.944385,-621.2278872924286,623.6743395608909,6,direction,224.45,ACTIVE,READY,224.45
13,2709.944385,-621.2278872924286,623.6743395608909,9,no_signal,,UNKNOWN,UNKNOWN,
13,2715.944385,-621.2278872924286,623.6743395608909,12,no_signal,,UNKNOWN,UNKNOWN,
13,2721.944385,-621.2278872924286,623.6743395608909,13,no_signal,,UNKNOWN,UNKNOWN,
13,2727.944385,-621.2278872924286,623.6743395608909,15,direction,184.37,UNKNOWN,ACTIVE,184.37
13,2733.944385,-621.2278872924286,623.6743395608909,17,direction,106.47,UNKNOWN,ACTIVE,106.47
13,2739.944385,-621.2278872924286,623.6743395608909,20,no_signal,,UNKNOWN,UNKNOWN,
14,2827.28139,-896.9826912744778,352.5939181423156,20,no_signal,,UNKNOWN,UNKNOWN,
14,2833.28139,-896.9826912744778,352.5939181423156,1,no_signal,,UNKNOWN,UNKNOWN,
14,2839.28139,-896.9826912744778,352.5939181423156,4,no_signal,,ACTIVE,ACTIVE,
14,2845.28139,-896.9826912744778,352.5939181423156,9,no_signal,,UNKNOWN,UNKNOWN,
14,2851.28139,-896.9826912744778,352.5939181423156,12,no_signal,,UNKNOWN,UNKNOWN,
14,2857.28139,-896.9826912744778,352.5939181423156,13,no_signal,,UNKNOWN,UNKNOWN,
14,2863.28139,-896.9826912744778,352.5939181423156,15,direction,163.5,ACTIVE,ACTIVE,163.5
14,2869.28139,-896.9826912744778,352.5939181423156,17,direction,85.81,ACTIVE,ACTIVE,85.81
14,2875.28139,-896.9826912744778,352.5939181423156,19,no_signal,,UNKNOWN,UNKNOWN,
15,3220.231213,-744.4581922452127,-1315.1953009185895,19,no_signal,,UNKNOWN,UNKNOWN,
15,3226.231213,-744.4581922452127,-1315.1953009185895,1,no_signal,,UNKNOWN,UNKNOWN,
15,3232.231213,-744.4581922452127,-1315.1953009185895,4,no_signal,,ACTIVE,ACTIVE,
15,3238.231213,-744.4581922452127,-1315.1953009185895,9,no_signal,,UNKNOWN,UNKNOWN,
15,3244.231213,-744.4581922452127,-1315.1953009185895,12,no_signal,,UNKNOWN,UNKNOWN,
15,3250.231213,-744.4581922452127,-1315.1953009185895,13,no_signal,,UNKNOWN,UNKNOWN,
15,3256.231213,-744.4581922452127,-1315.1953009185895,20,no_signal,,UNKNOWN,UNKNOWN,
16,3437.412986,71.00698366941228,-1055.2019667850552,20,no_signal,,UNKNOWN,UNKNOWN,
16,3443.412986,71.00698366941228,-1055.2019667850552,1,no_signal,,UNKNOWN,UNKNOWN,
16,3449.412986,71.00698366941228,-1055.2019667850552,4,no_signal,,ACTIVE,ACTIVE,
16,3455.412986,71.00698366941228,-1055.2019667850552,9,no_signal,,UNKNOWN,UNKNOWN,
16,3461.412986,71.00698366941228,-1055.2019667850552,12,no_signal,,UNKNOWN,UNKNOWN,
16,3467.412986,71.00698366941228,-1055.2019667850552,13,no_signal,,UNKNOWN,UNKNOWN,
16,3473.412986,71.00698366941228,-1055.2019667850552,19,no_signal,,UNKNOWN,UNKNOWN,
17,3806.247702,-1254.126529689424,-90.36456991003837,19,no_signal,,UNKNOWN,UNKNOWN,
17,3812.247702,-1254.126529689424,-90.36456991003837,4,direction,212.71,ACTIVE,ACTIVE,212.71
17,3818.247702,-1254.126529689424,-90.36456991003837,1,no_signal,,UNKNOWN,UNKNOWN,
17,3824.247702,-1254.126529689424,-90.36456991003837,9,no_signal,,UNKNOWN,UNKNOWN,
17,3830.247702,-1254.126529689424,-90.36456991003837,12,no_signal,,UNKNOWN,UNKNOWN,
17,3836.247702,-1254.126529689424,-90.36456991003837,13,no_signal,,UNKNOWN,UNKNOWN,
17,3842.247702,-1254.126529689424,-90.36456991003837,15,direction,117.39,ACTIVE,ACTIVE,117.39
17,3848.247702,-1254.126529689424,-90.36456991003837,17,no_signal,,ACTIVE,ACTIVE,
17,3854.247702,-1254.126529689424,-90.36456991003837,20,no_signal,,UNKNOWN,UNKNOWN,
18,3965.97721,-1716.6810567871305,-356.4904969171096,20,no_signal,,UNKNOWN,UNKNOWN,
18,3971.97721,-1716.6810567871305,-356.4904969171096,4,direction,318.25,ACTIVE,READY,318.25
18,3977.97721,-1716.6810567871305,-356.4904969171096,1,no_signal,,UNKNOWN,UNKNOWN,
18,3983.97721,-1716.6810567871305,-356.4904969171096,9,no_signal,,UNKNOWN,UNKNOWN,
18,3989.97721,-1716.6810567871305,-356.4904969171096,12,no_signal,,UNKNOWN,UNKNOWN,
18,3995.97721,-1716.6810567871305,-356.4904969171096,13,no_signal,,UNKNOWN,UNKNOWN,
18,4001.97721,-1716.6810567871305,-356.4904969171096,15,direction,81.62,ACTIVE,READY,81.62
18,4007.97721,-1716.6810567871305,-356.4904969171096,17,no_signal,,ACTIVE,ACTIVE,
18,4013.97721,-1716.6810567871305,-356.4904969171096,19,no_signal,,UNKNOWN,UNKNOWN,
19,4027.312185,-1704.0487557432216,-367.37518387127363,19,no_signal,,UNKNOWN,UNKNOWN,
19,4033.312185,-1704.0487557432216,-367.37518387127363,1,no_signal,,UNKNOWN,UNKNOWN,
19,4039.312185,-1704.0487557432216,-367.37518387127363,9,no_signal,,UNKNOWN,UNKNOWN,
19,4045.312185,-1704.0487557432216,-367.37518387127363,12,no_signal,,UNKNOWN,UNKNOWN,
19,4051.312185,-1704.0487557432216,-367.37518387127363,13,no_signal,,UNKNOWN,UNKNOWN,
19,4057.312185,-1704.0487557432216,-367.37518387127363,20,no_signal,,UNKNOWN,UNKNOWN,
20,4252.328431,-1585.3659001770834,550.0612776775887,20,no_signal,,UNKNOWN,UNKNOWN,
20,4258.328431,-1585.3659001770834,550.0612776775887,1,no_signal,,UNKNOWN,UNKNOWN,
20,4264.328431,-1585.3659001770834,550.0612776775887,9,no_signal,,UNKNOWN,UNKNOWN,
20,4270.328431,-1585.3659001770834,550.0612776775887,12,no_signal,,UNKNOWN,UNKNOWN,
20,4276.328431,-1585.3659001770834,550.0612776775887,13,no_signal,,UNKNOWN,UNKNOWN,
20,4282.328431,-1585.3659001770834,550.0612776775887,17,direction,46.94,ACTIVE,ACTIVE,46.94
20,4288.328431,-1585.3659001770834,550.0612776775887,19,no_signal,,UNKNOWN,UNKNOWN,
21,4403.468474,-1558.8457268119894,1.9090354297048322e-13,19,no_signal,,UNKNOWN,UNKNOWN,
21,4409.468474,-1558.8457268119894,1.9090354297048322e-13,1,no_signal,,UNKNOWN,UNKNOWN,
21,4415.468474,-1558.8457268119894,1.9090354297048322e-13,9,no_signal,,UNKNOWN,UNKNOWN,
21,4421.468474,-1558.8457268119894,1.9090354297048322e-13,12,no_signal,,UNKNOWN,UNKNOWN,
21,4427.468474,-1558.8457268119894,1.9090354297048322e-13,13,no_signal,,UNKNOWN,UNKNOWN,
21,4433.468474,-1558.8457268119894,1.9090354297048322e-13,20,no_signal,,UNKNOWN,UNKNOWN,
22,4750.237619,-779.4228634059954,-1349.9999999999995,20,no_signal,,UNKNOWN,UNKNOWN,
22,4756.237619,-779.4228634059954,-1349.9999999999995,1,no_signal,,UNKNOWN,UNKNOWN,
22,4762.237619,-779.4228634059954,-1349.9999999999995,9,no_signal,,UNKNOWN,UNKNOWN,
22,4768.237619,-779.4228634059954,-1349.9999999999995,12,no_signal,,UNKNOWN,UNKNOWN,
22,4774.237619,-779.4228634059954,-1349.9999999999995,13,no_signal,,UNKNOWN,UNKNOWN,
22,4780.237619,-779.4228634059954,-1349.9999999999995,19,no_signal,,UNKNOWN,UNKNOWN,
23,5097.006764,779.4228634059937,-1350.0000000000005,19,no_signal,,UNKNOWN,UNKNOWN,
23,5103.006764,779.4228634059937,-1350.0000000000005,1,no_signal,,UNKNOWN,UNKNOWN,
23,5109.006764,779.4228634059937,-1350.0000000000005,9,no_signal,,UNKNOWN,UNKNOWN,
23,5115.006764,779.4228634059937,-1350.0000000000005,12,no_signal,,UNKNOWN,UNKNOWN,
23,5121.006764,779.4228634059937,-1350.0000000000005,13,no_signal,,UNKNOWN,UNKNOWN,
23,5127.006764,779.4228634059937,-1350.0000000000005,20,no_signal,,UNKNOWN,UNKNOWN,
24,5443.775909,1558.8457268119894,0.0,20,no_signal,,UNKNOWN,UNKNOWN,
24,5449.775909,1558.8457268119894,0.0,1,no_signal,,UNKNOWN,UNKNOWN,
24,5455.775909,1558.8457268119894,0.0,9,no_signal,,UNKNOWN,UNKNOWN,
24,5461.775909,1558.8457268119894,0.0,12,no_signal,,UNKNOWN,UNKNOWN,
24,5467.775909,1558.8457268119894,0.0,13,no_signal,,UNKNOWN,UNKNOWN,
24,5473.775909,1558.8457268119894,0.0,19,no_signal,,UNKNOWN,UNKNOWN,
25,5790.545054,779.4228634059949,1349.9999999999998,19,no_signal,,UNKNOWN,UNKNOWN,
25,5796.545054,779.4228634059949,1349.9999999999998,1,no_signal,,UNKNOWN,UNKNOWN,
25,5802.545054,779.4228634059949,1349.9999999999998,9,no_signal,,UNKNOWN,UNKNOWN,
25,5808.545054,779.4228634059949,1349.9999999999998,12,no_signal,,UNKNOWN,UNKNOWN,
25,5814.545054,779.4228634059949,1349.9999999999998,13,no_signal,,UNKNOWN,UNKNOWN,
25,5820.545054,779.4228634059949,1349.9999999999998,20,no_signal,,UNKNOWN,UNKNOWN,
