step,virtual_time,channel,n_no_signal,n_certified_cells,n_certified_cells_raw
22,1157.9864752501849,1,1,0,0
22,1157.9864752501849,2,3,0,0
22,1157.9864752501849,3,1,0,0
22,1157.9864752501849,4,1,0,0
22,1157.9864752501849,5,6,0,0
22,1157.9864752501849,8,1,0,0
22,1157.9864752501849,9,6,0,0
22,1157.9864752501849,10,6,0,0
22,1157.9864752501849,12,1,0,0
22,1157.9864752501849,13,6,0,0
22,1157.9864752501849,14,6,0,0
22,1157.9864752501849,15,6,0,0
22,1157.9864752501849,16,6,0,0
22,1157.9864752501849,17,1,0,0
22,1157.9864752501849,18,6,0,0
22,1157.9864752501849,19,6,0,0
22,1157.9864752501849,20,6,0,0
23,1315.3377123891426,1,1,0,0
23,1315.3377123891426,2,3,0,0
23,1315.3377123891426,3,1,0,0
23,1315.3377123891426,4,1,0,0
23,1315.3377123891426,5,7,0,0
23,1315.3377123891426,8,1,0,0
23,1315.3377123891426,9,7,0,0
23,1315.3377123891426,10,7,0,0
23,1315.3377123891426,12,1,0,0
23,1315.3377123891426,13,7,0,0
23,1315.3377123891426,14,7,0,0
23,1315.3377123891426,15,7,0,0
23,1315.3377123891426,16,7,0,0
23,1315.3377123891426,17,1,0,0
23,1315.3377123891426,18,7,0,0
23,1315.3377123891426,19,7,0,0
23,1315.3377123891426,20,7,0,0
24,1472.6889495281005,1,1,0,0
24,1472.6889495281005,2,3,0,0
24,1472.6889495281005,3,1,0,0
24,1472.6889495281005,4,1,0,0
24,1472.6889495281005,5,8,0,0
24,1472.6889495281005,8,1,0,0
24,1472.6889495281005,9,8,0,0
24,1472.6889495281005,10,8,0,0
24,1472.6889495281005,12,1,0,0
24,1472.6889495281005,13,8,0,0
24,1472.6889495281005,14,8,0,0
24,1472.6889495281005,15,8,0,0
24,1472.6889495281005,16,8,0,0
24,1472.6889495281005,17,1,0,0
24,1472.6889495281005,18,8,0,0
24,1472.6889495281005,19,8,0,0
24,1472.6889495281005,20,8,0,0
25,1630.0401866670584,1,1,0,0
25,1630.0401866670584,2,3,0,0
25,1630.0401866670584,3,1,0,0
25,1630.0401866670584,4,1,0,0
25,1630.0401866670584,5,9,0,0
25,1630.0401866670584,8,1,0,0
25,1630.0401866670584,9,9,0,0
25,1630.0401866670584,10,8,0,0
25,1630.0401866670584,12,1,0,0
25,1630.0401866670584,13,9,0,0
25,1630.0401866670584,14,9,0,0
25,1630.0401866670584,15,8,0,0
25,1630.0401866670584,16,9,0,0
25,1630.0401866670584,17,1,0,0
25,1630.0401866670584,18,9,0,0
25,1630.0401866670584,19,9,0,0
25,1630.0401866670584,20,9,0,0
26,1775.3914238060163,1,1,0,0
26,1775.3914238060163,2,3,0,0
26,1775.3914238060163,3,1,0,0
26,1775.3914238060163,4,1,0,0
26,1775.3914238060163,5,10,0,0
26,1775.3914238060163,8,1,0,0
26,1775.3914238060163,9,10,0,0
26,1775.3914238060163,10,8,0,0
26,1775.3914238060163,12,1,0,0
26,1775.3914238060163,13,10,0,0
26,1775.3914238060163,14,10,0,0
26,1775.3914238060163,15,8,0,0
26,1775.3914238060163,16,10,0,0
26,1775.3914238060163,17,1,0,0
26,1775.3914238060163,18,9,0,0
26,1775.3914238060163,19,10,0,0
26,1775.3914238060163,20,10,0,0
27,1914.7426609449742,1,1,0,0
27,1914.7426609449742,2,3,0,0
27,1914.7426609449742,3,1,0,0
27,1914.7426609449742,4,1,0,0
27,1914.7426609449742,5,11,0,0
27,1914.7426609449742,8,1,0,0
27,1914.7426609449742,9,11,0,0
27,1914.7426609449742,10,8,0,0
27,1914.7426609449742,12,1,0,0
27,1914.7426609449742,13,11,0,0
27,1914.7426609449742,14,11,0,0
27,1914.7426609449742,15,8,0,0
27,1914.7426609449742,16,11,0,0
27,1914.7426609449742,17,1,0,0
27,1914.7426609449742,18,9,0,0
27,1914.7426609449742,19,11,0,0
27,1914.7426609449742,20,11,0,0
28,2054.093898083932,1,1,0,0
28,2054.093898083932,2,3,0,0
28,2054.093898083932,3,1,0,0
28,2054.093898083932,4,1,0,0
28,2054.093898083932,5,12,0,0
28,2054.093898083932,8,1,0,0
28,2054.093898083932,9,12,0,0
28,2054.093898083932,10,8,0,0
28,2054.093898083932,12,1,0,0
28,2054.093898083932,13,12,0,0
28,2054.093898083932,14,12,0,0
28,2054.093898083932,15,8,0,0
28,2054.093898083932,16,12,0,0
28,2054.093898083932,17,1,0,0
28,2054.093898083932,18,9,0,0
28,2054.093898083932,19,12,0,0
28,2054.093898083932,20,12,0,0
29,2193.44513522289,1,1,0,0
29,2193.44513522289,2,3,0,0
29,2193.44513522289,3,1,0,0
29,2193.44513522289,4,1,0,0
29,2193.44513522289,5,13,0,0
29,2193.44513522289,8,1,0,0
29,2193.44513522289,9,13,0,0
29,2193.44513522289,10,8,0,0
29,2193.44513522289,12,1,0,0
29,2193.44513522289,13,13,0,0
29,2193.44513522289,14,13,0,0
29,2193.44513522289,15,8,0,0
29,2193.44513522289,16,13,0,0
29,2193.44513522289,17,1,0,0
29,2193.44513522289,18,9,0,0
29,2193.44513522289,19,13,0,0
29,2193.44513522289,20,13,0,0
30,2332.7963723618477,1,1,0,0
30,2332.7963723618477,2,3,0,0
30,2332.7963723618477,3,1,0,0
30,2332.7963723618477,4,1,0,0
30,2332.7963723618477,5,14,0,0
30,2332.7963723618477,8,1,0,0
30,2332.7963723618477,9,14,0,0
30,2332.7963723618477,10,8,0,0
30,2332.7963723618477,12,1,0,0
30,2332.7963723618477,13,14,0,0
30,2332.7963723618477,14,14,0,0
30,2332.7963723618477,15,8,0,0
30,2332.7963723618477,16,14,0,0
30,2332.7963723618477,17,1,0,0
30,2332.7963723618477,18,9,0,0
30,2332.7963723618477,19,14,0,0
30,2332.7963723618477,20,14,0,0
31,2570.516024577374,1,1,0,0
31,2570.516024577374,2,3,0,0
31,2570.516024577374,3,1,0,0
31,2570.516024577374,4,1,0,0
31,2570.516024577374,5,15,0,0
31,2570.516024577374,8,1,0,0
31,2570.516024577374,9,15,0,0
31,2570.516024577374,10,8,0,0
31,2570.516024577374,12,1,0,0
31,2570.516024577374,13,15,0,0
31,2570.516024577374,14,15,0,0
31,2570.516024577374,15,8,0,0
31,2570.516024577374,16,15,0,0
31,2570.516024577374,17,1,0,0
31,2570.516024577374,18,9,0,0
31,2570.516024577374,19,15,0,0
31,2570.516024577374,20,15,0,0
32,2805.1126703140594,1,1,0,0
32,2805.1126703140594,2,3,0,0
32,2805.1126703140594,3,1,0,0
32,2805.1126703140594,4,1,0,0
32,2805.1126703140594,5,16,0,0
32,2805.1126703140594,8,1,0,0
32,2805.1126703140594,9,16,0,0
32,2805.1126703140594,10,8,0,0
32,2805.1126703140594,12,1,0,0
32,2805.1126703140594,13,16,0,0
32,2805.1126703140594,14,16,0,0
32,2805.1126703140594,15,8,0,0
32,2805.1126703140594,16,16,0,0
32,2805.1126703140594,17,1,0,0
32,2805.1126703140594,18,9,0,0
32,2805.1126703140594,19,15,0,0
32,2805.1126703140594,20,16,0,0
33,3033.7093160507447,1,1,0,0
33,3033.7093160507447,2,3,0,0
33,3033.7093160507447,3,1,0,0
33,3033.7093160507447,4,1,0,0
33,3033.7093160507447,5,16,0,0
33,3033.7093160507447,8,1,0,0
33,3033.7093160507447,9,17,0,0
33,3033.7093160507447,10,8,0,0
33,3033.7093160507447,12,1,0,0
33,3033.7093160507447,13,17,0,0
33,3033.7093160507447,14,17,0,0
33,3033.7093160507447,15,8,0,0
33,3033.7093160507447,16,17,0,0
33,3033.7093160507447,17,1,0,0
33,3033.7093160507447,18,9,0,0
33,3033.7093160507447,19,15,0,0
33,3033.7093160507447,20,17,0,0
34,3256.3059617874305,1,1,0,0
34,3256.3059617874305,2,3,0,0
34,3256.3059617874305,3,1,0,0
34,3256.3059617874305,4,1,0,0
34,3256.3059617874305,5,16,0,0
34,3256.3059617874305,8,1,0,0
34,3256.3059617874305,9,18,0,0
34,3256.3059617874305,10,8,0,0
34,3256.3059617874305,12,1,0,0
34,3256.3059617874305,13,18,0,0
34,3256.3059617874305,14,18,0,0
34,3256.3059617874305,15,8,0,0
34,3256.3059617874305,16,18,0,0
34,3256.3059617874305,17,1,0,0
34,3256.3059617874305,18,9,0,0
34,3256.3059617874305,19,15,0,0
34,3256.3059617874305,20,18,0,0
35,3478.902607524116,1,1,0,0
35,3478.902607524116,2,3,0,0
35,3478.902607524116,3,1,0,0
35,3478.902607524116,4,1,0,0
35,3478.902607524116,5,16,0,0
35,3478.902607524116,8,1,0,0
35,3478.902607524116,9,19,0,0
35,3478.902607524116,10,8,0,0
35,3478.902607524116,12,1,0,0
35,3478.902607524116,13,19,0,0
35,3478.902607524116,14,19,0,0
35,3478.902607524116,15,8,0,0
35,3478.902607524116,16,19,0,0
35,3478.902607524116,17,1,0,0
35,3478.902607524116,18,9,0,0
35,3478.902607524116,19,15,0,0
35,3478.902607524116,20,19,0,0
36,3683.4992532608017,1,1,0,0
36,3683.4992532608017,2,3,0,0
36,3683.4992532608017,3,1,0,0
36,3683.4992532608017,4,1,0,0
36,3683.4992532608017,5,16,0,0
36,3683.4992532608017,8,1,0,0
36,3683.4992532608017,9,19,0,0
36,3683.4992532608017,10,8,0,0
36,3683.4992532608017,12,1,0,0
36,3683.4992532608017,13,19,0,0
36,3683.4992532608017,14,19,0,0
36,3683.4992532608017,15,8,0,0
36,3683.4992532608017,16,20,0,0
36,3683.4992532608017,17,1,0,0
36,3683.4992532608017,18,9,0,0
36,3683.4992532608017,19,15,0,0
36,3683.4992532608017,20,19,0,0
37,3728.4992532608017,1,1,0,0
37,3728.4992532608017,2,3,0,0
37,3728.4992532608017,3,1,0,0
37,3728.4992532608017,4,1,0,0
37,3728.4992532608017,5,16,0,0
37,3728.4992532608017,8,1,0,0
37,3728.4992532608017,9,19,0,0
37,3728.4992532608017,10,8,0,0
37,3728.4992532608017,12,1,0,0
37,3728.4992532608017,13,19,0,0
37,3728.4992532608017,14,19,0,0
37,3728.4992532608017,15,8,0,0
37,3728.4992532608017,16,20,0,0
37,3728.4992532608017,17,1,0,0
37,3728.4992532608017,18,9,0,0
37,3728.4992532608017,19,15,0,0
37,3728.4992532608017,20,19,0,0
38,3773.4992532608017,1,1,0,0
38,3773.4992532608017,2,3,0,0
38,3773.4992532608017,3,1,0,0
38,3773.4992532608017,4,1,0,0
38,3773.4992532608017,5,16,0,0
38,3773.4992532608017,8,1,0,0
38,3773.4992532608017,9,19,0,0
38,3773.4992532608017,10,8,0,0
38,3773.4992532608017,12,1,0,0
38,3773.4992532608017,13,19,0,0
38,3773.4992532608017,14,19,0,0
38,3773.4992532608017,15,8,0,0
38,3773.4992532608017,16,20,0,0
38,3773.4992532608017,17,1,0,0
38,3773.4992532608017,18,9,0,0
38,3773.4992532608017,19,15,0,0
38,3773.4992532608017,20,19,0,0
39,3818.4992532608017,1,1,0,0
39,3818.4992532608017,2,3,0,0
39,3818.4992532608017,3,1,0,0
39,3818.4992532608017,4,1,0,0
39,3818.4992532608017,5,16,0,0
39,3818.4992532608017,8,1,0,0
39,3818.4992532608017,9,19,0,0
39,3818.4992532608017,10,8,0,0
39,3818.4992532608017,12,1,0,0
39,3818.4992532608017,13,19,0,0
39,3818.4992532608017,14,19,0,0
39,3818.4992532608017,15,8,0,0
39,3818.4992532608017,16,20,0,0
39,3818.4992532608017,17,1,0,0
39,3818.4992532608017,18,9,0,0
39,3818.4992532608017,19,15,0,0
39,3818.4992532608017,20,19,0,0
40,3859.503944263432,1,1,0,0
40,3859.503944263432,2,3,0,0
40,3859.503944263432,3,1,0,0
40,3859.503944263432,4,1,0,0
40,3859.503944263432,5,16,0,0
40,3859.503944263432,8,1,0,0
40,3859.503944263432,9,19,0,0
40,3859.503944263432,10,8,0,0
40,3859.503944263432,12,1,0,0
40,3859.503944263432,13,19,0,0
40,3859.503944263432,14,19,0,0
40,3859.503944263432,15,8,0,0
40,3859.503944263432,16,20,0,0
40,3859.503944263432,17,1,0,0
40,3859.503944263432,18,9,0,0
40,3859.503944263432,19,15,0,0
40,3859.503944263432,20,19,0,0
41,3868.7474564746803,1,1,0,0
41,3868.7474564746803,2,3,0,0
41,3868.7474564746803,3,1,0,0
41,3868.7474564746803,4,1,0,0
41,3868.7474564746803,5,16,0,0
41,3868.7474564746803,8,1,0,0
41,3868.7474564746803,9,20,0,0
41,3868.7474564746803,10,8,0,0
41,3868.7474564746803,12,1,0,0
41,3868.7474564746803,13,19,0,0
41,3868.7474564746803,14,19,0,0
41,3868.7474564746803,15,8,0,0
41,3868.7474564746803,16,20,0,0
41,3868.7474564746803,17,1,0,0
41,3868.7474564746803,18,9,0,0
41,3868.7474564746803,19,15,0,0
41,3868.7474564746803,20,19,0,0
42,3876.930090633117,1,1,0,0
42,3876.930090633117,2,3,0,0
42,3876.930090633117,3,1,0,0
42,3876.930090633117,4,1,0,0
42,3876.930090633117,5,16,0,0
42,3876.930090633117,8,1,0,0
42,3876.930090633117,9,21,0,0
42,3876.930090633117,10,8,0,0
42,3876.930090633117,12,1,0,0
42,3876.930090633117,13,19,0,0
42,3876.930090633117,14,19,0,0
42,3876.930090633117,15,8,0,0
42,3876.930090633117,16,20,0,0
42,3876.930090633117,17,1,0,0
42,3876.930090633117,18,9,0,0
42,3876.930090633117,19,15,0,0
42,3876.930090633117,20,19,0,0
43,3883.521407712335,1,1,0,0
43,3883.521407712335,2,3,0,0
43,3883.521407712335,3,1,0,0
43,3883.521407712335,4,1,0,0
43,3883.521407712335,5,16,0,0
43,3883.521407712335,8,1,0,0
43,3883.521407712335,9,22,0,0
43,3883.521407712335,10,8,0,0
43,3883.521407712335,12,1,0,0
43,3883.521407712335,13,19,0,0
43,3883.521407712335,14,19,0,0
43,3883.521407712335,15,8,0,0
43,3883.521407712335,16,20,0,0
43,3883.521407712335,17,1,0,0
43,3883.521407712335,18,9,0,0
43,3883.521407712335,19,15,0,0
43,3883.521407712335,20,19,0,0
44,3889.317066251944,1,1,0,0
44,3889.317066251944,2,3,0,0
44,3889.317066251944,3,1,0,0
44,3889.317066251944,4,1,0,0
44,3889.317066251944,5,16,0,0
44,3889.317066251944,8,1,0,0
44,3889.317066251944,9,23,0,0
44,3889.317066251944,10,8,0,0
44,3889.317066251944,12,1,0,0
44,3889.317066251944,13,19,0,0
44,3889.317066251944,14,19,0,0
44,3889.317066251944,15,8,0,0
44,3889.317066251944,16,20,0,0
44,3889.317066251944,17,1,0,0
44,3889.317066251944,18,9,0,0
44,3889.317066251944,19,15,0,0
44,3889.317066251944,20,19,0,0
45,3894.7148955217485,1,1,0,0
45,3894.7148955217485,2,3,0,0
45,3894.7148955217485,3,1,0,0
45,3894.7148955217485,4,1,0,0
45,3894.7148955217485,5,16,0,0
45,3894.7148955217485,8,1,0,0
45,3894.7148955217485,9,24,0,0
45,3894.7148955217485,10,8,0,0
45,3894.7148955217485,12,1,0,0
45,3894.7148955217485,13,19,0,0
45,3894.7148955217485,14,19,0,0
45,3894.7148955217485,15,8,0,0
45,3894.7148955217485,16,20,0,0
45,3894.7148955217485,17,1,0,0
45,3894.7148955217485,18,9,0,0
45,3894.7148955217485,19,15,0,0
45,3894.7148955217485,20,19,0,0
46,3900.112724791553,1,1,0,0
46,3900.112724791553,2,3,0,0
46,3900.112724791553,3,1,0,0
46,3900.112724791553,4,1,0,0
46,3900.112724791553,5,16,0,0
46,3900.112724791553,8,1,0,0
46,3900.112724791553,9,25,0,0
46,3900.112724791553,10,8,0,0
46,3900.112724791553,12,1,0,0
46,3900.112724791553,13,19,0,0
46,3900.112724791553,14,19,0,0
46,3900.112724791553,15,8,0,0
46,3900.112724791553,16,20,0,0
46,3900.112724791553,17,1,0,0
46,3900.112724791553,18,9,0,0
46,3900.112724791553,19,15,0,0
46,3900.112724791553,20,19,0,0
47,3917.843261425299,1,1,0,0
47,3917.843261425299,2,3,0,0
47,3917.843261425299,3,1,0,0
47,3917.843261425299,4,1,0,0
47,3917.843261425299,5,16,0,0
47,3917.843261425299,8,1,0,0
47,3917.843261425299,9,26,0,0
47,3917.843261425299,10,8,0,0
47,3917.843261425299,12,1,0,0
47,3917.843261425299,13,19,0,0
47,3917.843261425299,14,19,0,0
47,3917.843261425299,15,8,0,0
47,3917.843261425299,16,20,0,0
47,3917.843261425299,17,1,0,0
47,3917.843261425299,18,9,0,0
47,3917.843261425299,19,15,0,0
47,3917.843261425299,20,19,0,0
48,3929.208529742172,1,1,0,0
48,3929.208529742172,2,3,0,0
48,3929.208529742172,3,1,0,0
48,3929.208529742172,4,1,0,0
48,3929.208529742172,5,16,0,0
48,3929.208529742172,8,1,0,0
48,3929.208529742172,9,27,0,0
48,3929.208529742172,10,8,0,0
48,3929.208529742172,12,1,0,0
48,3929.208529742172,13,19,0,0
48,3929.208529742172,14,19,0,0
48,3929.208529742172,15,8,0,0
48,3929.208529742172,16,20,0,0
48,3929.208529742172,17,1,0,0
48,3929.208529742172,18,9,0,0
48,3929.208529742172,19,15,0,0
48,3929.208529742172,20,19,0,0
49,3937.3911639006083,1,1,0,0
49,3937.3911639006083,2,3,0,0
49,3937.3911639006083,3,1,0,0
49,3937.3911639006083,4,1,0,0
49,3937.3911639006083,5,16,0,0
49,3937.3911639006083,8,1,0,0
49,3937.3911639006083,9,28,0,0
49,3937.3911639006083,10,8,0,0
49,3937.3911639006083,12,1,0,0
49,3937.3911639006083,13,19,0,0
49,3937.3911639006083,14,19,0,0
49,3937.3911639006083,15,8,0,0
49,3937.3911639006083,16,20,0,0
49,3937.3911639006083,17,1,0,0
49,3937.3911639006083,18,9,0,0
49,3937.3911639006083,19,15,0,0
49,3937.3911639006083,20,19,0,0
50,3943.9824809798265,1,1,0,0
50,3943.9824809798265,2,3,0,0
50,3943.9824809798265,3,1,0,0
50,3943.9824809798265,4,1,0,0
50,3943.9824809798265,5,16,0,0
50,3943.9824809798265,8,1,0,0
50,3943.9824809798265,9,29,0,0
50,3943.9824809798265,10,8,0,0
50,3943.9824809798265,12,1,0,0
50,3943.9824809798265,13,19,0,0
50,3943.9824809798265,14,19,0,0
50,3943.9824809798265,15,8,0,0
50,3943.9824809798265,16,20,0,0
50,3943.9824809798265,17,1,0,0
50,3943.9824809798265,18,9,0,0
50,3943.9824809798265,19,15,0,0
50,3943.9824809798265,20,19,0,0
51,3949.7781395194356,1,1,0,0
51,3949.7781395194356,2,3,0,0
51,3949.7781395194356,3,1,0,0
51,3949.7781395194356,4,1,0,0
51,3949.7781395194356,5,16,0,0
51,3949.7781395194356,8,1,0,0
51,3949.7781395194356,9,30,0,0
