step,virtual_time,channel,r_mec
16,660.9327638333111,12,750.2259540309764
16,660.9327638333111,17,750.2259540309758
17,666.9327638333111,1,750.253973841122
17,666.9327638333111,3,731.006460160609
17,666.9327638333111,4,750.2260056291946
17,666.9327638333111,6,27.756527760432547
17,666.9327638333111,8,750.2277753267351
17,666.9327638333111,11,22.311876962504556
17,666.9327638333111,12,750.2259540309764
17,666.9327638333111,17,750.2259540309758
18,672.9327638333111,1,750.253973841122
18,672.9327638333111,3,731.006460160609
18,672.9327638333111,4,750.2260056291946
18,672.9327638333111,6,27.756527760432547
18,672.9327638333111,8,750.2277753267351
18,672.9327638333111,11,22.311876962504556
18,672.9327638333111,12,750.2259540309764
18,672.9327638333111,17,750.2259540309758
19,678.9327638333111,1,750.253973841122
19,678.9327638333111,3,731.006460160609
19,678.9327638333111,4,750.2260056291946
19,678.9327638333111,6,27.756527760432547
19,678.9327638333111,8,750.2277753267351
19,678.9327638333111,11,22.311876962504556
19,678.9327638333111,12,750.2259540309764
19,678.9327638333111,17,750.2259540309758
20,843.284000972269,1,750.253973841122
20,843.284000972269,2,500.34757399344875
20,843.284000972269,3,731.006460160609
20,843.284000972269,4,750.2260056291946
20,843.284000972269,6,27.756527760432547
20,843.284000972269,8,750.2277753267351
20,843.284000972269,11,22.311876962504556
20,843.284000972269,12,750.2259540309764
20,843.284000972269,17,750.2259540309758
21,1000.635238111227,1,750.253973841122
21,1000.635238111227,2,500.34757399344875
21,1000.635238111227,3,731.006460160609
21,1000.635238111227,4,750.2260056291946
21,1000.635238111227,6,27.756527760432547
21,1000.635238111227,8,750.2277753267351
21,1000.635238111227,11,22.311876962504556
21,1000.635238111227,12,750.2259540309764
21,1000.635238111227,17,750.2259540309758
22,1157.9864752501849,1,750.253973841122
22,1157.9864752501849,2,500.34757399344875
22,1157.9864752501849,3,731.006460160609
22,1157.9864752501849,4,750.2260056291946
22,1157.9864752501849,6,27.756527760432547
22,1157.9864752501849,8,750.2277753267351
22,1157.9864752501849,11,22.311876962504556
22,1157.9864752501849,12,750.2259540309764
22,1157.9864752501849,17,750.2259540309758
23,1315.3377123891426,1,750.253973841122
23,1315.3377123891426,2,500.34757399344875
23,1315.3377123891426,3,731.006460160609
23,1315.3377123891426,4,750.2260056291946
23,1315.3377123891426,6,27.756527760432547
23,1315.3377123891426,8,750.2277753267351
23,1315.3377123891426,11,22.311876962504556
23,1315.3377123891426,12,750.2259540309764
23,1315.3377123891426,17,750.2259540309758
24,1472.6889495281005,1,750.253973841122
24,1472.6889495281005,2,500.34757399344875
24,1472.6889495281005,3,731.006460160609
24,1472.6889495281005,4,750.2260056291946
24,1472.6889495281005,6,27.756527760432547
24,1472.6889495281005,8,750.2277753267351
24,1472.6889495281005,11,22.311876962504556
24,1472.6889495281005,12,750.2259540309764
24,1472.6889495281005,17,750.2259540309758
25,1630.0401866670584,1,750.253973841122
25,1630.0401866670584,2,500.34757399344875
25,1630.0401866670584,3,731.006460160609
25,1630.0401866670584,4,750.2260056291946
25,1630.0401866670584,6,27.756527760432547
25,1630.0401866670584,8,750.2277753267351
25,1630.0401866670584,10,750.2259540309759
25,1630.0401866670584,11,22.311876962504556
25,1630.0401866670584,12,750.2259540309764
25,1630.0401866670584,15,750.2328830642185
25,1630.0401866670584,17,750.2259540309758
26,1775.3914238060163,1,750.253973841122
26,1775.3914238060163,2,500.34757399344875
26,1775.3914238060163,3,731.006460160609
26,1775.3914238060163,4,750.2260056291946
26,1775.3914238060163,6,27.756527760432547
26,1775.3914238060163,8,750.2277753267351
26,1775.3914238060163,10,750.2259540309759
26,1775.3914238060163,11,22.311876962504556
26,1775.3914238060163,12,750.2259540309764
26,1775.3914238060163,15,750.2328830642185
26,1775.3914238060163,17,750.2259540309758
26,1775.3914238060163,18,601.9117917531753
27,1914.7426609449742,1,750.253973841122
27,1914.7426609449742,2,500.34757399344875
27,1914.7426609449742,3,731.006460160609
27,1914.7426609449742,4,750.2260056291946
27,1914.7426609449742,6,27.756527760432547
27,1914.7426609449742,8,750.2277753267351
27,1914.7426609449742,10,750.2259540309759
27,1914.7426609449742,11,22.311876962504556
27,1914.7426609449742,12,750.2259540309764
27,1914.7426609449742,15,750.2328830642185
27,1914.7426609449742,17,750.2259540309758
27,1914.7426609449742,18,601.9117917531753
28,2054.093898083932,1,750.253973841122
28,2054.093898083932,2,500.34757399344875
28,2054.093898083932,3,731.006460160609
28,2054.093898083932,4,750.2260056291946
28,2054.093898083932,6,27.756527760432547
28,2054.093898083932,8,750.2277753267351
28,2054.093898083932,10,750.2259540309759
28,2054.093898083932,11,22.311876962504556
28,2054.093898083932,12,750.2259540309764
28,2054.093898083932,15,750.2328830642185
28,2054.093898083932,17,750.2259540309758
28,2054.093898083932,18,601.9117917531753
29,2193.44513522289,1,750.253973841122
29,2193.44513522289,2,500.34757399344875
29,2193.44513522289,3,731.006460160609
29,2193.44513522289,4,750.2260056291946
29,2193.44513522289,6,27.756527760432547
29,2193.44513522289,8,750.2277753267351
29,2193.44513522289,10,750.2259540309759
29,2193.44513522289,11,22.311876962504556
29,2193.44513522289,12,750.2259540309764
29,2193.44513522289,15,750.2328830642185
29,2193.44513522289,17,750.2259540309758
29,2193.44513522289,18,601.9117917531753
30,2332.7963723618477,1,750.253973841122
30,2332.7963723618477,2,500.34757399344875
30,2332.7963723618477,3,731.006460160609
30,2332.7963723618477,4,750.2260056291946
30,2332.7963723618477,6,27.756527760432547
30,2332.7963723618477,8,750.2277753267351
30,2332.7963723618477,10,750.2259540309759
30,2332.7963723618477,11,22.311876962504556
30,2332.7963723618477,12,750.2259540309764
30,2332.7963723618477,15,750.2328830642185
30,2332.7963723618477,17,750.2259540309758
30,2332.7963723618477,18,601.9117917531753
31,2570.516024577374,1,750.253973841122
31,2570.516024577374,2,500.34757399344875
31,2570.516024577374,3,731.006460160609
31,2570.516024577374,4,750.2260056291946
31,2570.516024577374,6,27.756527760432547
31,2570.516024577374,8,750.2277753267351
31,2570.516024577374,10,750.2259540309759
31,2570.516024577374,11,22.311876962504556
31,2570.516024577374,12,750.2259540309764
31,2570.516024577374,15,750.2328830642185
31,2570.516024577374,17,750.2259540309758
31,2570.516024577374,18,601.9117917531753
32,2805.1126703140594,1,750.253973841122
32,2805.1126703140594,2,500.34757399344875
32,2805.1126703140594,3,731.006460160609
32,2805.1126703140594,4,750.2260056291946
32,2805.1126703140594,6,27.756527760432547
32,2805.1126703140594,8,750.2277753267351
32,2805.1126703140594,10,750.2259540309759
32,2805.1126703140594,11,22.311876962504556
32,2805.1126703140594,12,750.2259540309764
32,2805.1126703140594,15,750.2328830642185
32,2805.1126703140594,17,750.2259540309758
32,2805.1126703140594,18,601.9117917531753
32,2805.1126703140594,19,690.3271167936917
33,3033.7093160507447,1,750.253973841122
33,3033.7093160507447,2,500.34757399344875
33,3033.7093160507447,3,731.006460160609
33,3033.7093160507447,4,750.2260056291946
33,3033.7093160507447,5,715.0866523662627
33,3033.7093160507447,6,27.756527760432547
33,3033.7093160507447,8,750.2277753267351
33,3033.7093160507447,10,750.2259540309759
33,3033.7093160507447,11,22.311876962504556
33,3033.7093160507447,12,750.2259540309764
33,3033.7093160507447,15,750.2328830642185
33,3033.7093160507447,17,750.2259540309758
33,3033.7093160507447,18,601.9117917531753
33,3033.7093160507447,19,690.3271167936917
34,3256.3059617874305,1,750.253973841122
34,3256.3059617874305,2,500.34757399344875
34,3256.3059617874305,3,731.006460160609
34,3256.3059617874305,4,750.2260056291946
34,3256.3059617874305,5,715.0866523662627
34,3256.3059617874305,6,27.756527760432547
34,3256.3059617874305,8,750.2277753267351
34,3256.3059617874305,10,750.2259540309759
34,3256.3059617874305,11,22.311876962504556
34,3256.3059617874305,12,750.2259540309764
34,3256.3059617874305,15,750.2328830642185
34,3256.3059617874305,17,750.2259540309758
34,3256.3059617874305,18,601.9117917531753
34,3256.3059617874305,19,690.3271167936917
35,3478.902607524116,1,750.253973841122
35,3478.902607524116,2,500.34757399344875
35,3478.902607524116,3,731.006460160609
35,3478.902607524116,4,750.2260056291946
35,3478.902607524116,5,715.0866523662627
35,3478.902607524116,6,27.756527760432547
35,3478.902607524116,8,750.2277753267351
35,3478.902607524116,10,750.2259540309759
35,3478.902607524116,11,22.311876962504556
35,3478.902607524116,12,750.2259540309764
35,3478.902607524116,15,750.2328830642185
35,3478.902607524116,17,750.2259540309758
35,3478.902607524116,18,601.9117917531753
35,3478.902607524116,19,690.3271167936917
36,3683.4992532608017,1,750.253973841122
36,3683.4992532608017,2,500.34757399344875
36,3683.4992532608017,3,731.006460160609
36,3683.4992532608017,4,750.2260056291946
36,3683.4992532608017,5,715.0866523662627
36,3683.4992532608017,6,27.756527760432547
36,3683.4992532608017,8,750.2277753267351
36,3683.4992532608017,9,678.0363845058614
36,3683.4992532608017,10,750.2259540309759
36,3683.4992532608017,11,22.311876962504556
36,3683.4992532608017,12,750.2259540309764
36,3683.4992532608017,15,750.2328830642185
36,3683.4992532608017,17,750.2259540309758
36,3683.4992532608017,18,601.9117917531753
36,3683.4992532608017,19,690.3271167936917
37,3728.4992532608017,1,750.253973841122
37,3728.4992532608017,2,500.34757399344875
37,3728.4992532608017,3,731.006460160609
37,3728.4992532608017,4,750.2260056291946
37,3728.4992532608017,5,715.0866523662627
37,3728.4992532608017,6,27.756527760432547
37,3728.4992532608017,8,750.2277753267351
37,3728.4992532608017,9,650.2116374552907
37,3728.4992532608017,10,750.2259540309759
37,3728.4992532608017,11,22.311876962504556
37,3728.4992532608017,12,750.2259540309764
37,3728.4992532608017,15,750.2328830642185
37,3728.4992532608017,17,750.2259540309758
37,3728.4992532608017,18,601.9117917531753
37,3728.4992532608017,19,690.3271167936917
38,3773.4992532608017,1,750.253973841122
38,3773.4992532608017,2,500.34757399344875
38,3773.4992532608017,3,731.006460160609
38,3773.4992532608017,4,750.2260056291946
38,3773.4992532608017,5,715.0866523662627
38,3773.4992532608017,6,27.756527760432547
38,3773.4992532608017,8,750.2277753267351
38,3773.4992532608017,9,550.0778754223429
38,3773.4992532608017,10,750.2259540309759
38,3773.4992532608017,11,22.311876962504556
38,3773.4992532608017,12,750.2259540309764
38,3773.4992532608017,15,750.2328830642185
38,3773.4992532608017,17,750.2259540309758
38,3773.4992532608017,18,601.9117917531753
38,3773.4992532608017,19,690.3271167936917
39,3818.4992532608017,1,750.253973841122
39,3818.4992532608017,2,500.34757399344875
39,3818.4992532608017,3,731.006460160609
39,3818.4992532608017,4,750.2260056291946
39,3818.4992532608017,5,715.0866523662627
39,3818.4992532608017,6,27.756527760432547
39,3818.4992532608017,8,750.2277753267351
39,3818.4992532608017,9,450.0586375328928
39,3818.4992532608017,10,750.2259540309759
39,3818.4992532608017,11,22.311876962504556
39,3818.4992532608017,12,750.2259540309764
39,3818.4992532608017,15,750.2328830642185
39,3818.4992532608017,17,750.2259540309758
39,3818.4992532608017,18,601.9117917531753
39,3818.4992532608017,19,690.3271167936917
40,3859.503944263432,1,750.253973841122
40,3859.503944263432,2,500.34757399344875
40,3859.503944263432,3,731.006460160609
40,3859.503944263432,4,750.2260056291946
40,3859.503944263432,5,715.0866523662627
40,3859.503944263432,6,27.756527760432547
40,3859.503944263432,8,750.2277753267351
40,3859.503944263432,9,53.04390264060787
40,3859.503944263432,10,750.2259540309759
40,3859.503944263432,11,22.311876962504556
40,3859.503944263432,12,750.2259540309764
40,3859.503944263432,15,750.2328830642185
40,3859.503944263432,17,750.2259540309758
40,3859.503944263432,18,601.9117917531753
40,3859.503944263432,19,690.3271167936917
41,3868.7474564746803,1,750.253973841122
41,3868.7474564746803,2,500.34757399344875
41,3868.7474564746803,3,731.006460160609
41,3868.7474564746803,4,750.2260056291946
41,3868.7474564746803,5,715.0866523662627
41,3868.7474564746803,6,27.756527760432547
41,3868.7474564746803,8,750.2277753267351
41,3868.7474564746803,9,53.04390264060787
41,3868.7474564746803,10,750.2259540309759
41,3868.7474564746803,11,22.311876962504556
41,3868.7474564746803,12,750.2259540309764
41,3868.7474564746803,15,750.2328830642185
41,3868.7474564746803,17,750.2259540309758
41,3868.7474564746803,18,601.9117917531753
41,3868.7474564746803,19,690.3271167936917
42,3876.930090633117,1,750.253973841122
42,3876.930090633117,2,500.34757399344875
42,3876.930090633117,3,731.006460160609
42,3876.930090633117,4,750.2260056291946
42,3876.930090633117,5,715.0866523662627
42,3876.930090633117,6,27.756527760432547
42,3876.930090633117,8,750.2277753267351
42,3876.930090633117,9,53.04390264060787
42,3876.930090633117,10,750.2259540309759
42,3876.930090633117,11,22.311876962504556
42,3876.930090633117,12,750.2259540309764
42,3876.930090633117,15,750.2328830642185
42,3876.930090633117,17,750.2259540309758
42,3876.930090633117,18,601.9117917531753
42,3876.930090633117,19,690.3271167936917
43,3883.521407712335,1,750.253973841122
43,3883.521407712335,2,500.34757399344875
43,3883.521407712335,3,731.006460160609
43,3883.521407712335,4,750.2260056291946
43,3883.521407712335,5,715.0866523662627
43,3883.521407712335,6,27.756527760432547
43,3883.521407712335,8,750.2277753267351
43,3883.521407712335,9,53.04390264060787
43,3883.521407712335,10,750.2259540309759
43,3883.521407712335,11,22.311876962504556
43,3883.521407712335,12,750.2259540309764
43,3883.521407712335,15,750.2328830642185
43,3883.521407712335,17,750.2259540309758
43,3883.521407712335,18,601.9117917531753
43,3883.521407712335,19,690.3271167936917
44,3889.317066251944,1,750.253973841122
44,3889.317066251944,2,500.34757399344875
44,3889.317066251944,3,731.006460160609
44,3889.317066251944,4,750.2260056291946
44,3889.317066251944,5,715.0866523662627
44,3889.317066251944,6,27.756527760432547
44,3889.317066251944,8,750.2277753267351
44,3889.317066251944,9,53.04390264060787
44,3889.317066251944,10,750.2259540309759
44,3889.317066251944,11,22.311876962504556
44,3889.317066251944,12,750.2259540309764
44,3889.317066251944,15,750.2328830642185
44,3889.317066251944,17,750.2259540309758
44,3889.317066251944,18,601.9117917531753
44,3889.317066251944,19,690.3271167936917
45,3894.7148955217485,1,750.253973841122
45,3894.7148955217485,2,500.34757399344875
45,3894.7148955217485,3,731.006460160609
45,3894.7148955217485,4,750.2260056291946
45,3894.7148955217485,5,715.0866523662627
45,3894.7148955217485,6,27.756527760432547
45,3894.7148955217485,8,750.2277753267351
45,3894.7148955217485,9,53.04390264060787
45,3894.7148955217485,10,750.2259540309759
45,3894.7148955217485,11,22.311876962504556
45,3894.7148955217485,12,750.2259540309764
45,3894.7148955217485,15,750.2328830642185
45,3894.7148955217485,17,750.2259540309758
45,3894.7148955217485,18,601.9117917531753
45,3894.7148955217485,19,690.3271167936917
46,3900.112724791553,1,750.253973841122
46,3900.112724791553,2,500.34757399344875
46,3900.112724791553,3,731.006460160609
46,3900.112724791553,4,750.2260056291946
46,3900.112724791553,5,715.0866523662627
46,3900.112724791553,6,27.756527760432547
46,3900.112724791553,8,750.2277753267351
46,3900.112724791553,9,53.04390264060787
46,3900.112724791553,10,750.2259540309759
46,3900.112724791553,11,22.311876962504556
46,3900.112724791553,12,750.2259540309764
46,3900.112724791553,15,750.2328830642185
46,3900.112724791553,17,750.2259540309758
46,3900.112724791553,18,601.9117917531753
46,3900.112724791553,19,690.3271167936917
47,3917.843261425299,1,750.253973841122
47,3917.843261425299,2,500.34757399344875
47,3917.843261425299,3,731.006460160609
47,3917.843261425299,4,750.2260056291946
47,3917.843261425299,5,715.0866523662627
47,3917.843261425299,6,27.756527760432547
47,3917.843261425299,8,750.2277753267351
47,3917.843261425299,9,53.04390264060787
47,3917.843261425299,10,750.2259540309759
47,3917.843261425299,11,22.311876962504556
47,3917.843261425299,12,750.2259540309764
47,3917.843261425299,15,750.2328830642185
47,3917.843261425299,17,750.2259540309758
47,3917.843261425299,18,601.9117917531753
47,3917.843261425299,19,690.3271167936917
48,3929.208529742172,1,750.253973841122
48,3929.208529742172,2,500.34757399344875
48,3929.208529742172,3,731.006460160609
48,3929.208529742172,4,750.2260056291946
48,3929.208529742172,5,715.0866523662627
48,3929.208529742172,6,27.756527760432547
48,3929.208529742172,8,750.2277753267351
48,3929.208529742172,9,53.04390264060787
48,3929.208529742172,10,750.2259540309759
48,3929.208529742172,11,22.311876962504556
48,3929.208529742172,12,750.2259540309764
48,3929.208529742172,15,750.2328830642185
48,3929.208529742172,17,750.2259540309758
48,3929.208529742172,18,601.9117917531753
48,3929.208529742172,19,690.3271167936917
49,3937.3911639006083,1,750.253973841122
49,3937.3911639006083,2,500.34757399344875
49,3937.3911639006083,3,731.006460160609
49,3937.3911639006083,4,750.2260056291946
49,3937.3911639006083,5,715.0866523662627
49,3937.3911639006083,6,27.756527760432547
49,3937.3911639006083,8,750.2277753267351
49,3937.3911639006083,9,53.04390264060787
49,3937.3911639006083,10,750.2259540309759
49,3937.3911639006083,11,22.311876962504556
49,3937.3911639006083,12,750.2259540309764
49,3937.3911639006083,15,750.2328830642185
49,3937.3911639006083,17,750.2259540309758
49,3937.3911639006083,18,601.9117917531753
49,3937.3911639006083,19,690.3271167936917
50,3943.9824809798265,1,750.253973841122
50,3943.9824809798265,2,500.34757399344875
50,3943.9824809798265,3,731.006460160609
50,3943.9824809798265,4,750.2260056291946
50,3943.9824809798265,5,715.0866523662627
50,3943.9824809798265,6,27.756527760432547
50,3943.9824809798265,8,750.2277753267351
50,3943.9824809798265,9,53.04390264060787
50,3943.9824809798265,10,750.2259540309759
50,3943.9824809798265,11,22.311876962504556
50,3943.9824809798265,12,750.2259540309764
50,3943.9824809798265,15,750.2328830642185
50,3943.9824809798265,17,750.2259540309758
50,3943.9824809798265,18,601.9117917531753
50,3943.9824809798265,19,690.3271167936917
51,3949.7781395194356,1,750.253973841122
51,3949.7781395194356,2,500.34757399344875
51,3949.7781395194356,3,731.006460160609
51,3949.7781395194356,4,750.2260056291946
51,3949.7781395194356,5,715.0866523662627
51,3949.7781395194356,6,27.756527760432547
51,3949.7781395194356,8,750.2277753267351
51,3949.7781395194356,9,53.04390264060787
51,3949.7781395194356,10,750.2259540309759
51,3949.7781395194356,11,22.311876962504556
51,3949.7781395194356,12,750.2259540309764
51,3949.7781395194356,15,750.2328830642185
51,3949.7781395194356,17,750.2259540309758
51,3949.7781395194356,18,601.9117917531753
51,3949.7781395194356,19,690.3271167936917
52,3955.1759687892404,1,750.253973841122
52,3955.1759687892404,2,500.34757399344875
52,3955.1759687892404,3,731.006460160609
52,3955.1759687892404,4,750.2260056291946
52,3955.1759687892404,5,715.0866523662627
52,3955.1759687892404,6,27.756527760432547
52,3955.1759687892404,8,750.2277753267351
52,3955.1759687892404,9,53.04390264060787
52,3955.1759687892404,10,750.2259540309759
52,3955.1759687892404,11,22.311876962504556
52,3955.1759687892404,12,750.2259540309764
52,3955.1759687892404,15,750.2328830642185
52,3955.1759687892404,17,750.2259540309758
52,3955.1759687892404,18,601.9117917531753
52,3955.1759687892404,19,690.3271167936917
53,3972.7123259562104,1,750.253973841122
53,3972.7123259562104,2,500.34757399344875
53,3972.7123259562104,3,731.006460160609
53,3972.7123259562104,4,750.2260056291946
53,3972.7123259562104,5,715.0866523662627
53,3972.7123259562104,6,27.756527760432547
53,3972.7123259562104,8,750.2277753267351
53,3972.7123259562104,9,53.04390264060787
53,3972.7123259562104,10,750.2259540309759
53,3972.7123259562104,11,22.311876962504556
53,3972.7123259562104,12,750.2259540309764
53,3972.7123259562104,15,750.2328830642185
53,3972.7123259562104,17,750.2259540309758
53,3972.7123259562104,18,601.9117917531753
53,3972.7123259562104,19,690.3271167936917
54,3984.0775942730834,1,750.253973841122
54,3984.0775942730834,2,500.34757399344875
54,3984.0775942730834,3,731.006460160609
54,3984.0775942730834,4,750.2260056291946
54,3984.0775942730834,5,715.0866523662627
54,3984.0775942730834,6,27.756527760432547
54,3984.0775942730834,8,750.2277753267351
54,3984.0775942730834,9,53.04390264060787
54,3984.0775942730834,10,750.2259540309759
54,3984.0775942730834,11,22.311876962504556
54,3984.0775942730834,12,750.2259540309764
54,3984.0775942730834,15,750.2328830642185
54,3984.0775942730834,17,750.2259540309758
54,3984.0775942730834,18,601.9117917531753
54,3984.0775942730834,19,690.3271167936917
55,3991.3545636369017,1,750.253973841122
55,3991.3545636369017,2,500.34757399344875
55,3991.3545636369017,3,731.006460160609
55,3991.3545636369017,4,750.2260056291946
55,3991.3545636369017,5,715.0866523662627
55,3991.3545636369017,6,27.756527760432547
55,3991.3545636369017,8,750.2277753267351
55,3991.3545636369017,9,53.04390264060787
55,3991.3545636369017,10,750.2259540309759
55,3991.3545636369017,11,22.311876962504556
55,3991.3545636369017,12,750.2259540309764
55,3991.3545636369017,15,750.2328830642185
55,3991.3545636369017,17,750.2259540309758
55,3991.3545636369017,18,601.9117917531753
55,3991.3545636369017,19,690.3271167936917
56,4001.282766867177,1,750.253973841122
56,4001.282766867177,2,500.34757399344875
56,4001.282766867177,3,731.006460160609
56,4001.282766867177,4,750.2260056291946
56,4001.282766867177,5,715.0866523662627
56,4001.282766867177,6,27.756527760432547
56,4001.282766867177,8,750.2277753267351
56,4001.282766867177,9,53.04390264060787
56,4001.282766867177,10,750.2259540309759
56,4001.282766867177,11,22.311876962504556
56,4001.282766867177,12,750.2259540309764
56,4001.282766867177,15,750.2328830642185
56,4001.282766867177,17,750.2259540309758
56,4001.282766867177,18,601.9117917531753
56,4001.282766867177,19,690.3271167936917
57,4013.2109700974524,1,750.253973841122
57,4013.2109700974524,2,500.34757399344875
57,4013.2109700974524,3,731.006460160609
57,4013.2109700974524,4,750.2260056291946
57,4013.2109700974524,5,715.0866523662627
57,4013.2109700974524,6,27.756527760432547
57,4013.2109700974524,8,750.2277753267351
57,4013.2109700974524,10,750.2259540309759
57,4013.2109700974524,11,22.311876962504556
57,4013.2109700974524,12,750.2259540309764
57,4013.2109700974524,15,750.2328830642185
57,4013.2109700974524,17,750.2259540309758
57,4013.2109700974524,18,601.9117917531753
57,4013.2109700974524,19,690.3271167936917
58,4148.945657947701,1,750.253973841122
58,4148.945657947701,2,500.34757399344875
58,4148.945657947701,3,731.006460160609
58,4148.945657947701,4,750.2260056291946
58,4148.945657947701,5,715.0866523662627
58,4148.945657947701,6,27.756527760432547
58,4148.945657947701,8,33.32693759259615
58,4148.945657947701,10,750.2259540309759
58,4148.945657947701,11,22.311876962504556
58,4148.945657947701,12,750.2259540309764
58,4148.945657947701,15,750.2328830642185
58,4148.945657947701,17,750.2259540309758
58,4148.945657947701,18,601.9117917531753
58,4148.945657947701,19,690.3271167936917
59,4193.945657947701,1,750.253973841122
59,4193.945657947701,2,500.34757399344875
59,4193.945657947701,3,731.006460160609
59,4193.945657947701,4,750.2260056291946
59,4193.945657947701,5,715.0866523662627
59,4193.945657947701,6,27.756527760432547
59,4193.945657947701,8,30.18819182885317
59,4193.945657947701,10,750.2259540309759
59,4193.945657947701,11,22.311876962504556
59,4193.945657947701,12,750.2259540309764
59,4193.945657947701,15,750.2328830642185
59,4193.945657947701,17,750.2259540309758
59,4193.945657947701,18,601.9117917531753
59,4193.945657947701,19,690.3271167936917
60,4238.945657947701,1,750.253973841122
60,4238.945657947701,2,500.34757399344875
60,4238.945657947701,3,731.006460160609
60,4238.945657947701,4,750.2260056291946
60,4238.945657947701,5,715.0866523662627
60,4238.945657947701,6,27.756527760432547
60,4238.945657947701,8,27.321644130959346
60,4238.945657947701,10,750.2259540309759
60,4238.945657947701,11,22.311876962504556
60,4238.945657947701,12,750.2259540309764
60,4238.945657947701,15,750.2328830642185
60,4238.945657947701,17,750.2259540309758
60,4238.945657947701,18,601.9117917531753
60,4238.945657947701,19,690.3271167936917
61,4269.517960511037,1,750.253973841122
61,4269.517960511037,2,500.34757399344875
61,4269.517960511037,3,731.006460160609
61,4269.517960511037,4,750.2260056291946
61,4269.517960511037,5,715.0866523662627
61,4269.517960511037,6,27.756527760432547
61,4269.517960511037,8,25.853737350652807
