step,virtual_time,x,y,channel,result,bearing_deg,status_before,status_after,svd_deg
7,1633.0,-599.9999999999998,1039.2304845413264,6,no_signal,,ACTIVE,ACTIVE,
7,1639.0,-599.9999999999998,1039.2304845413264,7,no_signal,,ACTIVE,ACTIVE,
7,1645.0,-599.9999999999998,1039.2304845413264,8,no_signal,,ACTIVE,ACTIVE,
7,1651.0,-599.9999999999998,1039.2304845413264,10,direction,228.99,ACTIVE,ACTIVE,228.99
7,1657.0,-599.9999999999998,1039.2304845413264,11,no_signal,,ACTIVE,ACTIVE,
7,1663.0,-599.9999999999998,1039.2304845413264,17,direction,225.11,ACTIVE,ACTIVE,225.11
8,1816.1655494815554,-755.6135332136164,340.5218240542333,17,direction,123.78,ACTIVE,READY,123.78
8,1822.1655494815554,-755.6135332136164,340.5218240542333,6,no_signal,,ACTIVE,ACTIVE,
8,1828.1655494815554,-755.6135332136164,340.5218240542333,7,no_signal,,ACTIVE,ACTIVE,
8,1834.1655494815554,-755.6135332136164,340.5218240542333,8,direction,234.5,ACTIVE,ACTIVE,234.5
8,1840.1655494815554,-755.6135332136164,340.5218240542333,10,direction,98.9,ACTIVE,READY,98.9
8,1846.1655494815554,-755.6135332136164,340.5218240542333,11,no_signal,,ACTIVE,ACTIVE,
8,1852.1655494815554,-755.6135332136164,340.5218240542333,12,direction,76.53,ACTIVE,ACTIVE,76.53
8,1858.1655494815554,-755.6135332136164,340.5218240542333,15,direction,132.37,ACTIVE,ACTIVE,132.37
8,1864.1655494815554,-755.6135332136164,340.5218240542333,18,direction,110.21,ACTIVE,ACTIVE,110.21
9,1950.0819293368306,-967.8094743408677,655.252345019997,18,direction,98.99,ACTIVE,READY,98.99
9,1956.0819293368306,-967.8094743408677,655.252345019997,6,no_signal,,ACTIVE,ACTIVE,
9,1962.0819293368306,-967.8094743408677,655.252345019997,7,no_signal,,ACTIVE,ACTIVE,
9,1968.0819293368306,-967.8094743408677,655.252345019997,8,direction,255.47,ACTIVE,ACTIVE,255.47
9,1974.0819293368306,-967.8094743408677,655.252345019997,11,no_signal,,ACTIVE,ACTIVE,
9,1980.0819293368306,-967.8094743408677,655.252345019997,12,direction,47.31,ACTIVE,ACTIVE,47.31
9,1986.0819293368306,-967.8094743408677,655.252345019997,15,direction,142.62,ACTIVE,READY,142.62
10,2031.850249963553,-836.2291155949731,768.8635776176849,6,no_signal,,ACTIVE,ACTIVE,
10,2037.850249963553,-836.2291155949731,768.8635776176849,7,no_signal,,ACTIVE,ACTIVE,
10,2043.850249963553,-836.2291155949731,768.8635776176849,11,no_signal,,ACTIVE,ACTIVE,
10,2049.8502499635533,-836.2291155949731,768.8635776176849,12,direction,50.34,ACTIVE,ACTIVE,50.34
11,2130.508294553686,-1184.803077683491,826.3976943349998,12,direction,24.4,ACTIVE,READY,24.4
11,2136.508294553686,-1184.803077683491,826.3976943349998,11,no_signal,,ACTIVE,ACTIVE,
12,2219.988330979063,-1062.9717456245255,1173.0098989031694,11,no_signal,,ACTIVE,ACTIVE,
13,2328.701948956566,-573.2411324161808,1111.582007503668,11,no_signal,,ACTIVE,ACTIVE,
13,2334.701948956566,-573.2411324161808,1111.582007503668,6,no_signal,,ACTIVE,ACTIVE,
13,2340.701948956566,-573.2411324161808,1111.582007503668,7,no_signal,,ACTIVE,ACTIVE,
14,2658.4250620323396,-1214.1087517626136,-292.7105931152906,8,direction,54.52,ACTIVE,READY,54.52
14,2664.4250620323396,-1214.1087517626136,-292.7105931152906,9,direction,293.69,ACTIVE,ACTIVE,293.69
16,2678.2359209508963,-1205.7528812170474,-281.41003454827836,4,no_signal,,ACTIVE,ACTIVE,
17,2684.2359209508963,-1205.7528812170474,-281.41003454827836,7,no_signal,,ACTIVE,ACTIVE,
18,2690.2359209508963,-1205.7528812170474,-281.41003454827836,6,no_signal,,ACTIVE,ACTIVE,
19,2696.2359209508963,-1205.7528812170474,-281.41003454827836,19,no_signal,,ACTIVE,ACTIVE,
20,2702.2359209508963,-1205.7528812170474,-281.41003454827836,11,no_signal,,ACTIVE,ACTIVE,
21,2708.2359209508963,-1205.7528812170474,-281.41003454827836,2,no_signal,,ACTIVE,ACTIVE,
22,2714.2359209508963,-1205.7528812170474,-281.41003454827836,5,no_signal,,ACTIVE,ACTIVE,
23,2720.2359209508963,-1205.7528812170474,-281.41003454827836,3,no_signal,,ACTIVE,ACTIVE,
24,2726.2359209508963,-1205.7528812170474,-281.41003454827836,9,direction,292.44,ACTIVE,ACTIVE,292.44
26,2999.7201290622183,-697.3452183707914,-1491.3565771917542,4,no_signal,,ACTIVE,ACTIVE,
27,3005.7201290622183,-697.3452183707914,-1491.3565771917542,7,no_signal,,ACTIVE,ACTIVE,
28,3011.7201290622183,-697.3452183707914,-1491.3565771917542,6,no_signal,,ACTIVE,ACTIVE,
29,3017.7201290622183,-697.3452183707914,-1491.3565771917542,19,no_signal,,ACTIVE,ACTIVE,
30,3023.7201290622183,-697.3452183707914,-1491.3565771917542,11,no_signal,,ACTIVE,ACTIVE,
31,3029.7201290622183,-697.3452183707914,-1491.3565771917542,2,no_signal,,ACTIVE,ACTIVE,
32,3035.7201290622183,-697.3452183707914,-1491.3565771917542,5,no_signal,,ACTIVE,ACTIVE,
33,3041.7201290622183,-697.3452183707914,-1491.3565771917542,3,no_signal,,ACTIVE,ACTIVE,
34,3232.129601339109,188.39908740827104,-1235.1762473145395,4,direction,15.73,ACTIVE,ACTIVE,15.73
34,3238.129601339109,188.39908740827104,-1235.1762473145395,6,no_signal,,ACTIVE,ACTIVE,
34,3244.129601339109,188.39908740827104,-1235.1762473145395,7,no_signal,,ACTIVE,ACTIVE,
34,3250.129601339109,188.39908740827104,-1235.1762473145395,11,no_signal,,ACTIVE,ACTIVE,
35,3256.129601339109,188.39908740827104,-1235.1762473145395,19,no_signal,,ACTIVE,ACTIVE,
36,3262.129601339109,188.39908740827104,-1235.1762473145395,2,no_signal,,ACTIVE,ACTIVE,
37,3268.129601339109,188.39908740827104,-1235.1762473145395,3,no_signal,,ACTIVE,ACTIVE,
38,3274.129601339109,188.39908740827104,-1235.1762473145395,5,no_signal,,ACTIVE,ACTIVE,
39,3464.102120605229,842.7668443766827,-581.5910113035732,5,direction,44.96,ACTIVE,ACTIVE,44.96
39,3470.102120605229,842.7668443766827,-581.5910113035732,2,direction,44.59,ACTIVE,ACTIVE,44.59
39,3476.102120605229,842.7668443766827,-581.5910113035732,4,direction,300.15,ACTIVE,READY,300.15
39,3482.102120605229,842.7668443766827,-581.5910113035732,6,direction,73.56,ACTIVE,ACTIVE,73.56
39,3488.102120605229,842.7668443766827,-581.5910113035732,7,direction,99.07,ACTIVE,ACTIVE,99.07
39,3494.102120605229,842.7668443766827,-581.5910113035732,11,no_signal,,ACTIVE,ACTIVE,
39,3500.102120605229,842.7668443766827,-581.5910113035732,19,no_signal,,ACTIVE,ACTIVE,
40,3602.5047287348107,1081.315332713674,-977.2558548781079,19,no_signal,,ACTIVE,ACTIVE,
40,3608.5047287348107,1081.315332713674,-977.2558548781079,11,no_signal,,ACTIVE,ACTIVE,
41,3840.7798523964484,1492.2433844625916,66.11436399049198,11,direction,142.04,ACTIVE,ACTIVE,142.04
41,3846.7798523964484,1492.2433844625916,66.11436399049198,2,direction,55.74,ACTIVE,READY,55.74
41,3852.7798523964484,1492.2433844625916,66.11436399049198,3,no_signal,,ACTIVE,ACTIVE,
41,3858.7798523964484,1492.2433844625916,66.11436399049198,5,direction,195.37,ACTIVE,READY,195.37
41,3864.7798523964484,1492.2433844625916,66.11436399049198,6,direction,169.98,ACTIVE,READY,169.98
41,3870.7798523964484,1492.2433844625916,66.11436399049198,7,direction,156.77,ACTIVE,READY,156.77
41,3876.7798523964484,1492.2433844625916,66.11436399049198,19,direction,80.93,ACTIVE,ACTIVE,80.93
42,3889.511503778493,1479.1388103870675,62.26493284748048,19,direction,79.6,ACTIVE,ACTIVE,79.6
42,3895.511503778493,1479.1388103870675,62.26493284748048,3,no_signal,,ACTIVE,ACTIVE,
42,3901.511503778493,1479.1388103870675,62.26493284748048,11,direction,141.01,ACTIVE,ACTIVE,141.01
43,3917.6018001838265,1500.646536902431,83.82207685499756,11,direction,143.1,ACTIVE,ACTIVE,143.1
43,3923.6018001838265,1500.646536902431,83.82207685499756,3,no_signal,,ACTIVE,ACTIVE,
43,3929.6018001838265,1500.646536902431,83.82207685499756,19,direction,81.26,ACTIVE,ACTIVE,81.26
44,4027.9766284260304,1062.6945966426822,142.5660526627077,19,direction,48.7,ACTIVE,ACTIVE,48.7
44,4033.9766284260304,1062.6945966426822,142.5660526627077,3,no_signal,,ACTIVE,ACTIVE,
44,4039.9766284260304,1062.6945966426822,142.5660526627077,11,direction,121.28,ACTIVE,READY,121.28
45,4146.895438497182,677.4019097757233,428.1531647379571,3,direction,81.31,ACTIVE,READY,81.31
45,4152.895438497182,677.4019097757233,428.1531647379571,19,direction,18.82,ACTIVE,ACTIVE,18.82
46,4209.473947692246,752.1162489212417,648.7358147739778,19,direction,6.99,ACTIVE,READY,6.99
